ix_left,ix_right,y_true
41cd604b,be329903,0
41cd604b,c1de123c,0
41cd604b,c75f51e9,0
41cd604b,c9078cf6,0
41cd604b,c9efa3f0,0
41cd604b,d605bab3,0
41cd604b,d6da07c7,0
41cd604b,d7d44d9f,0
41cd604b,d8021c22,0
41cd604b,da473681,0
41cd604b,dfa1de3f,0
41cd604b,e149186a,0
41cd604b,e1bada9c,0
41cd604b,e45e2878,0
41cd604b,e6287028,0
41cd604b,e88889d7,0
41cd604b,eaa7493f,0
41cd604b,ebd94ccf,0
41cd604b,ef51261f,0
41cd604b,f31467c2,0
41cd604b,f4ff4eae,0
41cd604b,f59b980f,0
41cd604b,f8e4ed3e,0
41cd604b,fd476cba,0
41cd604b,fd5d9b62,0
41cd604b,fea373c8,0
41cd604b,ffec98d7,0
424803ef,04b46041,0
424803ef,0908a0aa,0
424803ef,345e63df,0
424803ef,3c6e8c4f,0
424803ef,5070ab1b,0
424803ef,5d2e9e3d,0
424803ef,64920ce2,0
424803ef,77f5274a,0
424803ef,7a4936e5,0
424803ef,7bc5e9e7,0
424803ef,83d098c9,0
424803ef,967b7d73,0
424803ef,97a76c1e,0
424803ef,a240b509,0
424803ef,a5b52d9c,0
424803ef,a77a3fbb,0
424803ef,adb29e37,0
424803ef,b52c7c8e,0
424803ef,b54f1933,0
424803ef,bc7276ac,0
424803ef,bc958624,0
424803ef,c42d1668,0
424803ef,d45b3589,0
424803ef,d48eca66,0
424803ef,d89135ca,0
424803ef,dcd8c6b5,0
424803ef,e8652cfe,0
424803ef,f6c4cea8,0
424803ef,f8b688d9,0
42778260,0c1c75cf,1
42778260,1c0b136e,0
42778260,1cdf9fef,1
42778260,2ddbef02,0
42778260,34152c07,1
42778260,3cf84142,0
42778260,42778260,1
42778260,55ee48f3,0
42778260,6236e952,0
42778260,62f043fc,0
42778260,78b4a267,0
42778260,d2d3cbba,0
42778260,eaa0ec10,0
42778260,fd3bac22,1
427fff0e,0be1857c,0
427fff0e,0e8c1c0f,0
427fff0e,0fb3a5c9,0
427fff0e,12dd8563,0
427fff0e,148f3c1c,0
427fff0e,15534b20,0
427fff0e,1aa65910,0
427fff0e,1b3b6c7e,0
427fff0e,20fd1dca,0
427fff0e,21ee76eb,0
427fff0e,25915fe7,0
427fff0e,2a07374b,0
427fff0e,420f69f4,0
427fff0e,427fff0e,1
427fff0e,45007c12,0
427fff0e,45ebaab3,0
427fff0e,4aef01fb,0
427fff0e,4bfd2c94,0
427fff0e,524fcc4e,0
427fff0e,525f24e8,0
427fff0e,53957aaa,0
427fff0e,55209f03,0
427fff0e,5e9e1536,0
427fff0e,6092730c,0
427fff0e,61cf84a4,0
427fff0e,625f95de,0
427fff0e,665ac069,0
427fff0e,68a035f4,0
427fff0e,6bc4ca82,0
427fff0e,6c162913,0
427fff0e,731c2a47,0
427fff0e,77a53c30,0
427fff0e,77b05b34,0
427fff0e,8d4daff3,0
427fff0e,8f0a2f43,0
427fff0e,93c84aa9,0
427fff0e,9eaa9eea,0
427fff0e,ad10bc13,0
427fff0e,b3ee89d1,0
427fff0e,bc981c99,0
427fff0e,c35be655,0
427fff0e,c4227ffc,0
427fff0e,c72a962c,0
427fff0e,c8dbf7a8,0
427fff0e,c9c8aeaf,0
427fff0e,cea63042,0
427fff0e,d0f273e1,0
427fff0e,d7d17847,0
427fff0e,dca4ba3c,0
427fff0e,e5111dca,0
427fff0e,e670ecd1,0
427fff0e,e99ed83c,0
427fff0e,f2416445,0
427fff0e,f533c100,0
42962be0,1dfd8e70,0
42962be0,5ef83d76,0
42962be0,627c53e5,0
42962be0,9a64ea1e,0
42962be0,a92b0094,0
42962be0,bc36b167,0
42962be0,f02adb5c,0
429c5ea3,429c5ea3,1
429c5ea3,a476da11,1
42a5e929,0c1a84e5,0
42a5e929,1390ffa6,0
42a5e929,13fd66f7,0
42a5e929,15ddb77a,0
42a5e929,20392992,0
42a5e929,2ce998f9,0
42a5e929,42a5e929,1
42a5e929,46a13500,0
42a5e929,501ad89f,1
42a5e929,536d4a08,0
42a5e929,5bd60e81,0
42a5e929,6880aa5d,0
42a5e929,6afa4789,0
42a5e929,6b20710b,0
42a5e929,7deb146f,0
42a5e929,8c071814,0
42a5e929,92daa6b5,0
42a5e929,a4ae9fc2,0
42a5e929,a90adf42,1
42a5e929,b25a948b,1
42a5e929,b507374f,0
42a5e929,b5706499,0
42a5e929,b85fa781,0
42a5e929,ba852050,1
42a5e929,cadb6587,0
42a5e929,cbe3c7e4,1
42a5e929,cce26ebb,0
42a5e929,d1d8f03c,0
42a5e929,de6a8251,0
42a5e929,eabdefc6,1
42a5e929,ee742779,0
42a5e929,f21fdcf5,0
42a5e929,f2560945,0
42a5e929,fbd826e1,0
42b4a934,05107394,0
42b4a934,095790fb,0
42b4a934,0f21c66d,0
42b4a934,17bab210,0
42b4a934,1b8c6fa1,0
42b4a934,1bd46338,0
42b4a934,1d4e7ec9,0
42b4a934,1e5fe725,0
42b4a934,206e72a9,0
42b4a934,2211a5cc,0
42b4a934,2279f732,0
42b4a934,2b381635,0
42b4a934,3116e653,1
42b4a934,3b15f832,0
42b4a934,3b3b9e66,0
42b4a934,40548721,0
42b4a934,41cd604b,0
42b4a934,45069018,0
42b4a934,450e3511,0
42b4a934,4b5b8060,0
42b4a934,54c0ef0e,0
42b4a934,577ea176,0
42b4a934,5f978773,0
42b4a934,616e6677,0
42b4a934,653240ad,0
42b4a934,65835406,0
42b4a934,665d0333,0
42b4a934,6d9726e3,0
42b4a934,7091755c,0
42b4a934,72321cce,0
42b4a934,73b60553,0
42b4a934,811acbc5,0
42b4a934,85b437c5,0
42b4a934,86a034ae,0
42b4a934,86ca1988,0
42b4a934,89be0eea,0
42b4a934,90eea53b,0
42b4a934,914a1ace,0
42b4a934,91e8f44e,0
42b4a934,932c026a,0
42b4a934,94626ddf,0
42b4a934,957fecc4,0
42b4a934,98373637,0
42b4a934,9913e18c,0
42b4a934,9b775066,0
42b4a934,9ca8642e,0
42b4a934,a5526f50,0
42b4a934,a63f3679,0
42b4a934,aace33f6,0
42b4a934,ac348363,0
42b4a934,ac5716fe,0
42b4a934,b2348153,0
42b4a934,b5899225,0
42b4a934,b7648cbc,0
42b4a934,be329903,0
42b4a934,c1de123c,0
42b4a934,c75f51e9,0
42b4a934,c9078cf6,0
42b4a934,c9efa3f0,0
42b4a934,d605bab3,0
42b4a934,d6da07c7,0
42b4a934,d7d44d9f,0
42b4a934,d8021c22,0
42b4a934,da473681,0
42b4a934,dfa1de3f,0
42b4a934,e149186a,0
42b4a934,e1bada9c,0
42b4a934,e45e2878,0
42b4a934,e6287028,0
42b4a934,e88889d7,0
42b4a934,eaa7493f,0
42b4a934,ebd94ccf,0
42b4a934,ef51261f,0
42b4a934,f31467c2,0
42b4a934,f4ff4eae,0
42b4a934,f59b980f,0
42b4a934,f8e4ed3e,0
42b4a934,fd476cba,0
42b4a934,fd5d9b62,0
42b4a934,fea373c8,0
42b4a934,ffec98d7,0
42c3820a,041b262f,0
42c3820a,0d4ebdd1,0
42c3820a,18874197,0
42c3820a,1ed82996,0
42c3820a,237dae40,0
42c3820a,29d1f197,0
42c3820a,2b6db9ee,0
42c3820a,2c354a23,0
42c3820a,3dadcdf6,0
42c3820a,3fe8b6d1,0
42c3820a,42c3820a,1
42c3820a,462132d7,0
42c3820a,4904c310,0
42c3820a,52b5a1a0,0
42c3820a,59424a4b,0
42c3820a,65099899,0
42c3820a,69ef33b5,0
42c3820a,70ad92e4,0
42c3820a,70e80252,0
42c3820a,7432242a,0
42c3820a,78976160,0
42c3820a,7dcb00a9,0
42c3820a,8af3a891,0
42c3820a,93a77943,0
42c3820a,986f3098,0
42c3820a,9db2d101,0
42c3820a,9f63e594,0
42c3820a,9fd8a23e,0
42c3820a,a770ece1,0
42c3820a,aac0214f,0
42c3820a,af637cef,0
42c3820a,b13fb1d4,0
42c3820a,bb7f746c,0
42c3820a,bcc60d05,0
42c3820a,bda94bc7,0
42c3820a,be8ead18,0
42c3820a,d373c382,0
42c3820a,d888b075,0
42c3820a,da2f9ef0,0
42c3820a,dd1314c3,0
42c3820a,dd337203,0
42c3820a,e036ab79,0
42c3820a,e7cee213,0
42c3820a,e92c4ec1,0
42c3820a,f8e96ff0,0
430107b3,430107b3,1
430107b3,8174a694,0
430107b3,8f54de0c,0
430107b3,9083314d,0
430107b3,b8a69dcc,0
430107b3,bfa7ec3e,0
430107b3,c5d4d5e3,0
430107b3,e02cefdb,0
430107b3,e4415069,1
430107b3,feaba798,0
43423aef,11d068ee,1
43423aef,d69b525b,0
4389becc,72e8c365,1
439e24fd,7bf928b4,0
439e24fd,f2871401,0
43b5ff3f,069dcc91,0
43b5ff3f,19688610,0
43b5ff3f,5630c451,0
43b5ff3f,5ccd92f8,0
43b5ff3f,5fb580f9,0
43b5ff3f,6417c2a5,0
43b5ff3f,6494dfcd,0
43b5ff3f,8e5a3955,0
43b5ff3f,960e78f7,1
43b5ff3f,9bf85ddc,0
43b5ff3f,c0f0bdab,0
43cb5eea,43cb5eea,1
43cb5eea,87224afc,0
43cb5eea,b6a62cce,0
43cb5eea,ba79bdef,1
43cb5eea,c5221387,0
43cb5eea,d307aff1,0
43e03f0e,21eb240e,1
43e03f0e,43e03f0e,1
43e03f0e,56d34c7e,1
43e03f0e,b8968e29,1
43e03f0e,bd8d35b0,1
43e03f0e,f8da5ed3,0
43e03f0e,fa2f9225,0
440fc4e6,440fc4e6,1
440fc4e6,7d7f6802,1
441201cc,0a1a9918,0
441201cc,0be2de31,0
441201cc,0c8b3066,0
441201cc,258f846f,0
441201cc,28942851,0
441201cc,33efed80,0
441201cc,35fe71cc,0
441201cc,3d901ef0,0
441201cc,3e5d53b0,0
441201cc,4b084216,0
441201cc,50d565bc,0
441201cc,5c809139,0
441201cc,6aa7e2b0,0
441201cc,6b83425c,0
441201cc,878ef369,0
441201cc,87f5d711,0
441201cc,9017414d,0
441201cc,920b0099,0
441201cc,9401fabb,0
441201cc,97692657,0
441201cc,97e8805b,0
441201cc,9c20d524,0
441201cc,9f6a5e14,0
441201cc,a25238a4,0
441201cc,ae4adbf6,0
441201cc,b1d199ef,0
441201cc,b24a5771,0
441201cc,b911b552,1
441201cc,ce28d270,0
441201cc,d6659212,0
441201cc,e0570d2c,0
441201cc,e20bbf3a,0
441201cc,e3dec733,0
44d357fa,1b19857e,1
44d357fa,37cee940,0
44d357fa,529cd6fd,1
44d357fa,7ca58742,1
44d357fa,88aaa3a3,1
44d357fa,99922132,0
44d357fa,b77e9bfd,1
44d357fa,c6270995,0
44d357fa,ce2ab968,1
44d357fa,e21061d1,0
44d357fa,f21848af,1
46978d7f,3b30b4f0,1
46978d7f,425ffdc2,0
46978d7f,46978d7f,1
46978d7f,f2e48d5d,0
46a13500,0c1a84e5,0
46a13500,1390ffa6,0
46a13500,13fd66f7,0
46a13500,15ddb77a,0
46a13500,2ce998f9,1
46a13500,42a5e929,1
46a13500,46a13500,1
46a13500,501ad89f,0
46a13500,536d4a08,0
46a13500,5bd60e81,0
46a13500,6880aa5d,0
46a13500,6afa4789,0
46a13500,6b20710b,0
46a13500,7deb146f,0
46a13500,8c071814,0
46a13500,a4ae9fc2,0
46a13500,a90adf42,1
46a13500,b25a948b,0
46a13500,b507374f,0
46a13500,b5706499,0
46a13500,b85fa781,0
46a13500,ba852050,0
46a13500,cadb6587,1
46a13500,cbe3c7e4,0
46a13500,cce26ebb,1
46a13500,d1d8f03c,1
46a13500,de6a8251,0
46a13500,eabdefc6,0
46a13500,ee742779,0
46a13500,f21fdcf5,0
46a13500,f2560945,0
46a13500,fbd826e1,0
4785cf9e,4785cf9e,1
47adc8d0,041b262f,0
47adc8d0,0d4ebdd1,0
47adc8d0,18874197,0
47adc8d0,1ed82996,0
47adc8d0,237dae40,0
47adc8d0,29d1f197,0
47adc8d0,2b6db9ee,0
47adc8d0,2c354a23,0
47adc8d0,3dadcdf6,0
47adc8d0,3fe8b6d1,0
47adc8d0,42c3820a,1
47adc8d0,462132d7,0
47adc8d0,4904c310,0
47adc8d0,52b5a1a0,0
47adc8d0,59424a4b,0
47adc8d0,65099899,0
47adc8d0,69ef33b5,0
47adc8d0,70ad92e4,0
47adc8d0,70e80252,0
47adc8d0,7432242a,0
47adc8d0,78976160,0
47adc8d0,7dcb00a9,0
47adc8d0,8af3a891,0
47adc8d0,93a77943,0
47adc8d0,986f3098,0
47adc8d0,9db2d101,0
47adc8d0,9f63e594,0
47adc8d0,9fd8a23e,0
47adc8d0,a770ece1,0
47adc8d0,aac0214f,0
47adc8d0,af637cef,0
47adc8d0,b13fb1d4,0
47adc8d0,bb7f746c,0
47adc8d0,bcc60d05,0
47adc8d0,bda94bc7,0
47adc8d0,be8ead18,0
47adc8d0,d373c382,0
47adc8d0,d888b075,0
47adc8d0,da2f9ef0,0
47adc8d0,dd1314c3,0
47adc8d0,dd337203,0
47adc8d0,e036ab79,0
47adc8d0,e7cee213,0
47adc8d0,e92c4ec1,0
47adc8d0,f8e96ff0,0
480d52bc,f7f99401,1
484866fb,2948b589,1
484866fb,484866fb,1
484866fb,48d37150,1
484866fb,4d76ab1a,0
484866fb,995df284,0
484866fb,d85c45d2,1
484866fb,dcb02beb,0
484866fb,eb7bae3c,1
486e3937,b2eb19f4,0
486e3937,bbc1aaef,0
4871bf92,28f2007b,0
4871bf92,4871bf92,1
4871bf92,6065ae26,1
4871bf92,9b5d9d14,0
4871bf92,b5e1a2e4,1
489551b4,489551b4,1
48a1e774,48a1e774,1
48a1e774,4f296a0b,1
48ba03c8,06ec6021,0
48ba03c8,2ea0644a,1
48ba03c8,9bba8318,0
48ba03c8,a5a0720f,0
48ba03c8,e6d11f6c,0
48d37150,2948b589,1
48d37150,484866fb,1
48d37150,48d37150,1
48d37150,4d76ab1a,0
48d37150,995df284,0
48d37150,d85c45d2,1
48d37150,dcb02beb,0
48d37150,eb7bae3c,1
48d4cadf,00dd00ff,1
48d4cadf,21a647ad,1
48f8eaa4,3ed8feb8,0
48f8eaa4,6902e61c,1
48f8eaa4,a27b143f,0
48f8eaa4,b43b7ae5,0
49072979,002c559b,0
49072979,036c39fe,0
49072979,05f23948,0
49072979,0633cc75,0
49072979,0c07244b,0
49072979,150322b3,0
49072979,1672ea75,0
49072979,1d71df87,0
49072979,22be1313,0
49072979,24533b5d,0
49072979,280904d3,0
49072979,2a6a15cd,0
49072979,2bde6f9b,0
49072979,2d1296c3,0
49072979,317b67a4,0
49072979,322ea1e1,0
49072979,3569f77a,0
49072979,416bc525,0
49072979,438f55f2,0
49072979,463f5bf5,0
49072979,48e97d3a,0
49072979,4a9b4039,0
49072979,4d1e81a5,0
49072979,543cc599,0
49072979,59b6e0d9,0
49072979,5b7d08f9,0
49072979,5be73b82,0
49072979,5c033a4e,0
49072979,6097f4c6,0
49072979,62da40fe,0
49072979,67b16b4b,0
49072979,67fc19a2,1
49072979,6b425170,0
49072979,7501cdc9,0
49072979,782ac561,0
49072979,79a01cd7,0
49072979,7e571f61,0
49072979,87224afc,0
49072979,8996cd9b,0
49072979,8e0b3f0a,0
49072979,96502f86,0
49072979,97821d9a,0
49072979,99d4e66e,0
49072979,99ec7fe5,0
49072979,abdce427,0
49072979,b2dbd7a7,0
49072979,b327fab0,0
49072979,b55bfc9f,0
49072979,b6a62cce,0
49072979,b7181f13,0
49072979,c0274a8f,0
49072979,c4f5a3e9,0
49072979,c5221387,0
49072979,c6f46650,0
49072979,c77b780e,0
49072979,c8c3dc96,0
49072979,cd7f0ea5,0
49072979,ce81ffba,0
49072979,d22baced,0
49072979,d307aff1,0
49072979,d53672e4,0
49072979,d56af94b,0
49072979,d7012694,0
49072979,d7302eb5,0
49072979,d8fa1b69,0
49072979,f4f35c3f,0
49072979,f5a796d3,0
49072979,feaba798,0
4968995e,e6caa884,1
49dff353,4692524f,1
49e9c0b5,05107394,0
49e9c0b5,095790fb,0
49e9c0b5,0f21c66d,0
49e9c0b5,17bab210,0
49e9c0b5,1b8c6fa1,0
49e9c0b5,1bd46338,0
49e9c0b5,1d4e7ec9,0
49e9c0b5,1e5fe725,0
49e9c0b5,206e72a9,0
49e9c0b5,2211a5cc,0
49e9c0b5,2279f732,0
49e9c0b5,2b381635,0
49e9c0b5,3116e653,0
49e9c0b5,3b15f832,1
49e9c0b5,3b3b9e66,1
49e9c0b5,40548721,0
49e9c0b5,41cd604b,0
49e9c0b5,45069018,0
49e9c0b5,450e3511,0
49e9c0b5,4b5b8060,0
49e9c0b5,54c0ef0e,0
49e9c0b5,577ea176,0
49e9c0b5,5f978773,0
49e9c0b5,616e6677,0
49e9c0b5,653240ad,0
49e9c0b5,65835406,0
49e9c0b5,665d0333,0
49e9c0b5,6d9726e3,0
49e9c0b5,7091755c,0
49e9c0b5,72321cce,0
49e9c0b5,73b60553,0
49e9c0b5,811acbc5,0
49e9c0b5,85b437c5,0
49e9c0b5,86a034ae,0
49e9c0b5,86ca1988,0
49e9c0b5,89be0eea,0
49e9c0b5,90eea53b,0
49e9c0b5,914a1ace,0
49e9c0b5,91e8f44e,0
49e9c0b5,932c026a,0
49e9c0b5,94626ddf,0
49e9c0b5,957fecc4,0
49e9c0b5,98373637,0
49e9c0b5,9913e18c,0
49e9c0b5,9b775066,0
49e9c0b5,9ca8642e,0
49e9c0b5,a5526f50,0
49e9c0b5,a63f3679,0
49e9c0b5,aace33f6,0
49e9c0b5,ac348363,0
49e9c0b5,ac5716fe,0
49e9c0b5,b2348153,0
49e9c0b5,b5899225,0
49e9c0b5,b7648cbc,0
49e9c0b5,be329903,0
49e9c0b5,c1de123c,0
49e9c0b5,c75f51e9,0
49e9c0b5,c9078cf6,0
49e9c0b5,c9efa3f0,0
49e9c0b5,d605bab3,0
49e9c0b5,d6da07c7,0
49e9c0b5,d7d44d9f,0
49e9c0b5,d8021c22,0
49e9c0b5,da473681,0
49e9c0b5,dfa1de3f,0
49e9c0b5,e149186a,0
49e9c0b5,e1bada9c,0
49e9c0b5,e45e2878,0
49e9c0b5,e6287028,0
49e9c0b5,e88889d7,0
49e9c0b5,eaa7493f,0
49e9c0b5,ebd94ccf,0
49e9c0b5,ef51261f,0
49e9c0b5,f31467c2,0
49e9c0b5,f4ff4eae,0
49e9c0b5,f59b980f,0
49e9c0b5,f8e4ed3e,0
49e9c0b5,fd476cba,0
49e9c0b5,fd5d9b62,0
49e9c0b5,fea373c8,0
49e9c0b5,ffec98d7,0
4a59c0ef,018d32be,0
4a59c0ef,4a59c0ef,1
4a59c0ef,5315ebd3,0
4a59c0ef,9819ef91,0
4a59c0ef,b6739c31,1
4a59c0ef,c14c6e12,0
4a59c0ef,e85cbfb9,0
4a59c0ef,f33b147c,1
4a59c0ef,fabfb7ce,0
4a66bfa6,01879d06,0
4a66bfa6,1b69ccb6,1
4a66bfa6,1bc1ab2a,1
4a66bfa6,1d4e5430,0
4a66bfa6,232c9e3c,0
4a66bfa6,256bfed8,0
4a66bfa6,2c71aec6,0
4a66bfa6,303825e9,0
4a66bfa6,591099fe,1
4a66bfa6,6602b62d,1
4a66bfa6,78b4a267,0
4a66bfa6,7d694999,1
4a66bfa6,8b5d81b9,1
4a66bfa6,8e71eb0a,1
4a66bfa6,979268d4,0
4a66bfa6,a2a01d80,0
4a66bfa6,aab3e1ca,0
4a66bfa6,e1cd2dc2,0
4a66bfa6,e41a7166,0
4a66bfa6,f27261f1,0
4a66bfa6,f6b69da9,0
4a66bfa6,fa8258f7,0
4a66bfa6,fb4d779a,0
4a66bfa6,fd23adb9,0
4af3a76c,08798f70,0
4af3a76c,253ce464,1
4af3a76c,4af3a76c,1
4af3a76c,4c115719,1
4af3a76c,4f288ed6,0
4af3a76c,78ff3962,1
4af3a76c,7b0fa060,0
4af3a76c,85defdc1,1
4af3a76c,bb49d430,0
4af3a76c,ec8b00e5,0
4b084216,0a1a9918,0
4b084216,0be2de31,0
4b084216,0c8b3066,0
4b084216,258f846f,1
4b084216,28942851,0
4b084216,33efed80,0
4b084216,35fe71cc,0
4b084216,3d901ef0,0
4b084216,3e5d53b0,0
4b084216,4b084216,1
4b084216,50d565bc,0
4b084216,5c809139,0
4b084216,6aa7e2b0,0
4b084216,6b83425c,0
4b084216,878ef369,0
4b084216,87f5d711,0
4b084216,9017414d,0
4b084216,920b0099,0
4b084216,9401fabb,0
4b084216,97692657,0
4b084216,97e8805b,0
4b084216,9c20d524,0
4b084216,9f6a5e14,0
4b084216,a25238a4,0
4b084216,ae4adbf6,0
4b084216,b1d199ef,0
4b084216,b24a5771,0
4b084216,b911b552,0
4b084216,ce28d270,0
4b084216,d6659212,0
4b084216,e0570d2c,1
4b084216,e20bbf3a,0
4b084216,e3dec733,0
4b48608b,09588d14,0
4b48608b,16127b52,0
4b48608b,1aee080c,0
4b48608b,1dfd8e70,0
4b48608b,20d283c2,0
4b48608b,2b1498d8,0
4b48608b,308fa4d9,0
4b48608b,347393c1,1
4b48608b,3b0b3474,1
4b48608b,3cbe1b93,0
4b48608b,4622b12f,0
4b48608b,4d64368a,0
4b48608b,5bc46d34,0
4b48608b,5cb27e41,0
4b48608b,693b77e3,0
4b48608b,6f8abd25,0
4b48608b,7653e076,0
4b48608b,773a10ac,0
4b48608b,7a22142b,0
4b48608b,804caefe,0
4b48608b,855117f1,0
4b48608b,891d9409,0
4b48608b,9753b166,0
4b48608b,9d55cdbd,0
4b48608b,a4055cbc,0
4b48608b,a95f5f08,0
4b48608b,ab21a14b,0
4b48608b,ad80096d,0
4b48608b,c9e2600d,0
4b48608b,cf35370b,0
4b48608b,d974d9fa,0
4b48608b,e0aa38da,0
4b48608b,e2af45bd,0
4b48608b,e4629974,0
4b48608b,ec0d1e2b,0
4b48608b,ec844e4c,0
4b48608b,f0304ee6,0
4b48608b,f47da3f0,0
4b48608b,f82ae003,0
4b48608b,f908a890,1
4b48608b,f9e55289,0
4b48608b,fb95288e,0
4b48608b,fbebd463,0
4b5d7308,1d2b8332,0
4b5d7308,75b51de1,0
4b5d7308,922abd33,0
4b5d7308,ca12e2ba,0
4b5d7308,cba0f3dd,0
4b5d7308,d4f89691,1
4b5d7308,dcf28260,0
4b61a6e1,3e1b1fb6,0
4b61a6e1,9b2449e9,0
4b728af1,09588d14,0
4b728af1,16127b52,0
4b728af1,1aee080c,0
4b728af1,1dfd8e70,0
4b728af1,20d283c2,0
4b728af1,2b1498d8,1
4b728af1,308fa4d9,0
4b728af1,347393c1,0
4b728af1,3b0b3474,0
4b728af1,3cbe1b93,0
4b728af1,4622b12f,0
4b728af1,4d64368a,0
4b728af1,5bc46d34,0
4b728af1,5cb27e41,0
4b728af1,693b77e3,0
4b728af1,6f8abd25,0
4b728af1,7653e076,0
4b728af1,773a10ac,0
4b728af1,7a22142b,0
4b728af1,804caefe,0
4b728af1,855117f1,0
4b728af1,891d9409,0
4b728af1,9753b166,0
4b728af1,9d55cdbd,0
4b728af1,a4055cbc,0
4b728af1,a95f5f08,0
4b728af1,ab21a14b,0
4b728af1,ad80096d,0
4b728af1,c9e2600d,0
4b728af1,cf35370b,0
4b728af1,d974d9fa,0
4b728af1,e0aa38da,0
4b728af1,e2af45bd,0
4b728af1,e4629974,0
4b728af1,ec0d1e2b,0
4b728af1,ec844e4c,0
4b728af1,f0304ee6,0
4b728af1,f47da3f0,0
4b728af1,f82ae003,0
4b728af1,f908a890,0
4b728af1,f9e55289,0
4b728af1,fb95288e,0
4b728af1,fbebd463,0
4b7cf7cd,4b7cf7cd,1
4b7cf7cd,b817a7ab,0
4b7cf7cd,e2eeec7b,0
4bd3cfa4,e9ad33cf,0
4c115719,08798f70,1
4c115719,253ce464,1
4c115719,4af3a76c,1
4c115719,4c115719,1
4c115719,4f288ed6,0
4c115719,78ff3962,1
4c115719,7b0fa060,0
4c115719,85defdc1,1
4c115719,bb49d430,1
4c115719,ec8b00e5,1
4c1e2c61,13293053,1
4c1e2c61,2b288390,1
4c1e2c61,895143ed,1
4c1e2c61,f37452c7,1
4c22ea5b,4ae4071d,1
4c2bd98f,07dfe407,1
4c2bd98f,9727627d,0
4c2bd98f,b6381a90,0
4c2bd98f,c58b319a,0
4c549e3e,15e562a8,0
4c549e3e,2d652dca,0
4c549e3e,4c549e3e,1
4c549e3e,4c9d0555,0
4c549e3e,6c39db4f,0
4c549e3e,741c6dc2,0
4c549e3e,8dfcee76,1
4c549e3e,c9f2444f,0
4c772645,2839b691,0
4c772645,430107b3,1
4c772645,5812cb7a,0
4c772645,642af620,0
4c772645,8174a694,0
4c772645,9083314d,0
4c772645,b8a69dcc,0
4c772645,bfa7ec3e,0
4c772645,e4415069,0
4c86d887,00b5dd7a,0
4c86d887,05c4e905,0
4c86d887,17caa304,0
4c86d887,377c800f,0
4c86d887,3e16f0cb,0
4c86d887,4345003a,0
4c86d887,46bed352,0
4c86d887,4828705a,0
4c86d887,4c86d887,1
4c86d887,552aaece,0
4c86d887,5b920641,1
4c86d887,621c95c5,0
4c86d887,68ba9560,0
4c86d887,78b67736,0
4c86d887,8ea31c59,0
4c86d887,b5f16ae7,0
4c86d887,bff0d7dc,1
4c86d887,c29a8ab3,0
4c86d887,c6da01be,0
4c86d887,d462afba,0
4c86d887,e29b4c7f,0
4c86d887,e649baee,0
4c86d887,f1abc471,0
4c9d0555,15e562a8,1
4c9d0555,174c424c,0
4c9d0555,2d652dca,1
4c9d0555,4c549e3e,0
4c9d0555,4c9d0555,1
4c9d0555,6c39db4f,1
4c9d0555,741c6dc2,1
4c9d0555,8dfcee76,0
4c9d0555,c9f2444f,1
4ca998f2,002c559b,1
4ca998f2,036c39fe,0
4ca998f2,05f23948,0
4ca998f2,0633cc75,0
4ca998f2,0c07244b,0
4ca998f2,150322b3,0
4ca998f2,1672ea75,0
4ca998f2,1d71df87,0
4ca998f2,22be1313,0
4ca998f2,24533b5d,0
4ca998f2,280904d3,0
4ca998f2,2a6a15cd,0
4ca998f2,2bde6f9b,0
4ca998f2,2d1296c3,0
4ca998f2,317b67a4,0
4ca998f2,322ea1e1,0
4ca998f2,3569f77a,0
4ca998f2,416bc525,0
4ca998f2,438f55f2,0
4ca998f2,463f5bf5,0
4ca998f2,48e97d3a,0
4ca998f2,4a9b4039,0
4ca998f2,4d1e81a5,0
4ca998f2,543cc599,0
4ca998f2,59b6e0d9,0
4ca998f2,5b7d08f9,0
4ca998f2,5be73b82,0
4ca998f2,5c033a4e,0
4ca998f2,6097f4c6,0
4ca998f2,62da40fe,0
4ca998f2,67b16b4b,0
4ca998f2,67fc19a2,0
4ca998f2,6b425170,0
4ca998f2,7501cdc9,0
4ca998f2,782ac561,0
4ca998f2,79a01cd7,0
4ca998f2,7e571f61,0
4ca998f2,87224afc,0
4ca998f2,8996cd9b,0
4ca998f2,8e0b3f0a,0
4ca998f2,96502f86,0
4ca998f2,97821d9a,0
4ca998f2,99d4e66e,0
4ca998f2,99ec7fe5,0
4ca998f2,abdce427,0
4ca998f2,b2dbd7a7,0
4ca998f2,b327fab0,0
4ca998f2,b55bfc9f,0
4ca998f2,b6a62cce,0
4ca998f2,b7181f13,0
4ca998f2,c0274a8f,0
4ca998f2,c4f5a3e9,0
4ca998f2,c5221387,0
4ca998f2,c6f46650,0
4ca998f2,c77b780e,0
4ca998f2,c8c3dc96,0
4ca998f2,cd7f0ea5,0
4ca998f2,ce81ffba,0
4ca998f2,d22baced,0
4ca998f2,d307aff1,0
4ca998f2,d53672e4,0
4ca998f2,d56af94b,0
4ca998f2,d7012694,0
4ca998f2,d7302eb5,0
4ca998f2,d8fa1b69,0
4ca998f2,f4f35c3f,0
4ca998f2,f5a796d3,0
4ca998f2,feaba798,0
4ccfda23,7d49ff77,1
4ccfda23,e3937797,1
4ce5b1e1,05e3710a,0
4ce5b1e1,05f8e2e0,0
