ix,name,street,city,postalcode,duns,countrycode
f8c181dc,trescal limited,park gate close,stockport,sk6 2sl,215592268,GB
b021806d,pratt whitney pratt whitney component solutions pratt whitney,4905 stariha dr,norton shores,49444,,US
e97356be,universal service mller,11 an der hansalinie,munster,48163,,DE
ea4fa8d4,dr ing k busch gmbh,1 schauinslandstr,maulburg,79689,,DE
2c65057e,sauter gmbh und co kg,30 sonnenstr,munich,80000,,DE
a5c9f06f,kathleen schulze,1 kolumbusstr,munich,80000,,DE
646c5c56,sogeti high tech,3 chemin de laporte,toulouse,31300,287711456,FR
604e23d5,wimo antennen und elektronik gmbh,14 am gxwald,herxheim bei landau pfalz,76863,341245025,DE
111f4fbf,polytec pt gmbh,polytec platz,waldbronn,76337,,DE
807fa50c,sommer gmbh cokg,rotwandweg,taufkirchen,82024,,DE
a25238a4,zarm technik gmbh,am fallturm,bremen,28359,537384638,DE
784559d0,aphisa aplicaciones,calle 33,alcala de guadaira,41500,,ES
7ad9c282,verbindungs techniken ruether,43 steinheide,tonisvorst,47918,342438298,DE
eda78704,air sea containers ltd,cavendish street,birkenheadmerseyside,ch41 9dh,,GB
30e90e70,ametek mro florida inc,5900 nw 97th ave,doral,33178-1642,,US
b39d0af4,fischer plath gmbh,4 gansper helmer,berne,27804,317668911,DE
c8dbf7a8,gl events exhibitions,24 rue saint victor,paris,75005,264017122,FR
0ecd1216,sandsackshopde,12 rohnaer str,thiendorf,1561,,DE
6e17a467,honeywell aerospace,4 avenue saint granier,toulouse,31024,380951202,FR
6a721494,domino deutschland gmbh,3 lorenz schott str,wiesbaden,55252,318455441,DE
c7f90e3b,intercomp europe ltd,manor farm road,reading,rg10 0py,,GB
0a966627,proroll gmbh,9 heinrich schicht str,huckeswagen,42499,,DE
0129a092,kroschke,kroschkestr,brunswick,38112,,DE
73a56e4d,selex sensors and airborne systems,2 crewe road north,edinburgh,eh5 2xs,,GB
d22b2cb0,zentro elektrik gmbh kg,7 hahen strae,eisingen,75239,003165552,DE
a9246643,muenchner knoedelei,51 lilienstr,munich,81669,342593012,DE
6643fcf3,cleverbridge ag,brabanter str,cologne,50674,,DE
7e61a523,courriers automobiles picards,la haute borne,rivery,80136,275345411,FR
0f77f9ee,r g faserverbundwerkstoffe gmbh,im meiel,waldenbuch,71111,,DE
c1cdd98b,goodrich sensorsintegrated syst,14300 judicial rd,burnsville,55306-4890,,US
df8b52ad,sunaero,70 rue ampere,genay,69730,502114143,FR
52f9921c,yoshida deutschland gmbh ykk,33 ostring,mainhausen,63533,,DE
f111ee4e,dga techniques aeronautique,47 rue saint jean,balma,31130,635165124,FR
253ce464,hamilton sundstrand,4747 harrison ave,rockford,61108-7929,051079937,US
4af3a76c,hamilton sundstrand hamilton sundstrand hamilton sundstrand,4747 harrison ave,rockford,61108-7929,,US
9870c64b,juergen maurer,39 zur eisengrube,bitz,72475,332690044,DE
439e24fd,kremer pigmente gmbh co kg,41 47 hauptstr,aichstetten,88317,318233954,DE
6dd6ba94,ergodata gmbh,lessingstrae 27,dresden langebrrck,1465,330457995,DE
690ce70a,steep gmbh,hagenauer forst,schrobenhausen,86529,507174261,DE
fd6ccca7,viking direct,lancer house,leicester,le31ub,,GB
b6d85802,lupenhandelde,8 siriusstr,unterschleissheim,85716,,DE
6602b62d,nespresso deutschland gmbh,speditionsstrasse,dusseldorf,40221,341618791,DE
9a0597f8,brauner siegfried,fraunhoferstrae 5,planegg,82152,328639633,DE
8ce398a8,macherey nagel gmbh co kg macherey nagel gmbh co kg macherey nagel gmbh co kg,6 8 neumann neander str,duren,52355,,DE
d0c95a90,hotel und gasthof bauer,mnchner str,feldkirchen,85622,,DE
6a65543a,schempp decker gmbh,6 8 am stichkanal,berlin,14167,320463268,DE
ee2e8aec,pc box lugo,59 rua ourense,lugo,27004,,ES
fbb6c400,hoffman engineering,8 riverbend dr,stamford,69070,,US
7beeb7c7,ffw ernsgaden,19 geisenfelder str,ernsgaden,85119,,DE
77c66fd9,rg gmbh,7 im meiel,waldenbuch,71111,319932075,DE
8183683d,hotel und gasthof bauer,mnchner str,feldkirchen,85622,322170721,DE
819eebf4,sogeti high tech,13 rue andre villet,toulouse,31030,260806277,FR
538d479c,schmidt hoffmann gmbh,163 hamburger chaussee,bergisch gladbach,51429,,DE
6e23c40a,robuso stahlwarenfabrik,75 neuenhofer str,solingen,42657,322853813,DE
ab94c508,fpw prueftechnik gmbhco kg,8 frst maximilian str,kilegg,88353,322962465,DE
cb5ef7d5,gardner denver schopfheim gmbh,roggenbachstr,schopfheim,79650,551205594,DE
fb97c3ec,supplier loaned equipment,the quadrant,newport,np108fz,,GB
ca12e2ba,quality office supplier sl,7 avenida de los pirineos,san sebastian de los reyes,28703,,ES
ea464e59,adf technologies championdoor adf technologies championdoor groupement adf technologies championdoor,6 avenue jean monnet,colomiers,31770,,FR
8e0b3f0a,btt gmbh,dieselstr,hamburg,22307,324932342,DE
38187adb,elkubema,3 bilsener weg,hemdingen,25485,343391785,DE
fa6d9ad1,sogeti high tech,3 chemin de laporte,toulouse,31300,,FR
2362fbac,rae france,rue de la fee aux eaux,vernaison,69390,275078975,FR
2b6db9ee,stuttgarter verlagskontor svk gmbh,77 rotebhl str,stuttgart,70178,320556574,DE
c77984b0,dataprof espaa sa,63 calle santa leonor,madrid,28037,,ES
d48eca66,selex es spa,60 close via piemonte,rome,187,,IT
1d891d0d,framos electronic vertriebs gmbh,zugspitzstr,pullach,82049,316089887,DE
e6d450a4,neurtek sa,3a pg azitain,eibar,20600,461196396,ES
eb81bc94,evosource ag,80 berliner str,potsdam,14467,,DE
02f8a26c,manfrotto distribution,44 rue de la couture,rungis,94390,263172699,FR
78cbcaf9,ernst diekgraefe gmbh,13 altenaer str,altena,58762,,DE
cbe60e87,rittal lieferzentrum,32 dieselstr,garching,85748,551050883,DE
48d37150,ea elektro automatik,31 33 helmholtzstr,viersen,41747,330862074,DE
90ae2627,re in retail international gmbh,98a nordring,nuremberg,90409,,DE
ab17a815,noveltis,2 pl canal,ramonville saint agne,31520,502521953,FR
8232ccbe,eidex gmbh,1a schorner str,baierbrunn,82065,033093506,DE
18d3383f,aeroflex test solutionsunits 14 15,monks brook ind pk,chandler s ford,so534ra,,GB
87ab85b1,hanna instruments sl,3b azitain bidea,eibar,20600,460733194,ES
759e162c,druck limited druck limited ge sensing druck limited,fir tree lane,groby,le6 0fh,,GB
878ef369,acmos chemie gmbh und co,industriestr,bremen,28199,,DE
4b48608b,franz scheuerle ulm kg,2 ernst abbe str,ulm,89079,,DE
15ddb77a,ge aviation systems ltd,bishops cleeve,cheltenham,gl52 8yb,211207784,GB
4f0686dd,ime mobile solutions,7 borsigstr,barbing,93092,,DE
ac909ab7,electrofluid,665 rue de la maison blanche,orgeval,78630,,FR
29d1f197,ui lapp gmbh,25 schulze delitzsch str,stuttgart,70565,,DE
f88f8bf5,nea electronics inc,14370 white sage rd,moorpark,93021,009488545,US
d4468f99,le manoir de gressy,chemin des carrosses,gressy,77410,,FR
b02bd885,honeywell aerospace,4 avenue saint granier,toulouse,31024,,FR
38816555,wirtshaus in der au,lilienstrae 51,munich,81669,342593012,DE
7ce3ca3c,medicare biomedizintechnik gmbh,lohkamp,langenhagen,30855,315702733,DE
2959e1db,buerk mobatime gmbh,46 steinkirchring,villingen schwenningen,78056,313291792,DE
97d46a1f,vtr,43 steinheide,tonisvorst,47918,,DE
319f4a76,ag sexton gmbh,16 rathausstr,jagsthausen,74249,,DE
367960ef,auswrtiges amt,1 werderscher markt,berlin,10117,344891643,DE
253f31ae,genex srl,via torre sant eusebio,rome,131,,IT
73d2b3e7,copelbe,16 rue grange dame rose,velizy villacoublay,78140,027646928,FR
cc34f045,absatzplus gmbh,37 hofer str,schauenstein,95197,312504658,DE
78ff41ff,parkett wanke,charlottenstr,spaichingen,78549,312812453,DE
c0b48772,sogeti high tech sas,2 av l escadrille normandie niemen,blagnac,31700,287711456,FR
2605d0f6,friedrich heck gmbh,27 an der iserkuhle,hemer,58675,325771681,DE
f4f35c3f,weinmann emergency medical,12 frohbsestr,hamburg,22525,317198315,DE
5d2e9e3d,selex es spa sener azur,piazza monte grappa,rome,195,339051809,IT
e42f6b6c,temai ingenieros sl temai ingenieros sl temai ingenieros sl,10 calle de rivas,coslada,28821,,ES
39584f83,rost graphisches systemhaus gmbh,holderacker strae,stuttgart,70499,,DE
6ea6ed15,netmakers,rue du 1er mai,nanterre,92000,,FR
81ff1e9f,elettronica gmbh,10 am ham bruch,meckenheim,53340,,DE
d03b0fcc,tintoreria macias sl,5 calle tomas cologan osborne,el puerto de santa maria,11500,,ES
aaa5650b,gregor chemie gmbh,8 homburgstr,eschershausen,37632,,DE
1bd2d98a,tauchsportservice,5 hofwies,stuhlingen,79780,,DE
3b4a9463,pratt whitney canada,4 dr ernst zimmermann str,ludwigsfelde,14974,,DE
a06752f3,acmos chemie gmbh und co,industriestr,bremen,28199,,DE
fb3921f1,barth blumen,60 raiffeisenstr,unterschleissheim,85716,328208322,DE
b5167696,testo se co kgaa,1 testostr,lenzkirch,79853,,DE
f0ec3f43,r g gmbh,7 im meiel,waldenbuch,71111,,DE
98a23369,rae france,rue de la fee aux eaux,vernaison,69390,,FR
7eb83931,vieweg gmbh,13 gewerbepark,kranzberg,85402,325718823,DE
8a4ebdbd,stahlgruber gmbh co,margot kalinke str,munich,80000,,DE
0c07244b,fako heinrich a anton,159a suderstr,hamburg,20537,,DE
c81cca30,tetraguard systems gmbh,24 kasinostrae,troisdorf,53840,003332694,DE
e8b86147,buero wenger,119 manchinger str,ingolstadt,85053,312568929,DE
6097f4c6,bildungswerk der wirtschaft hamburg,10 kapstadtring,hamburg,22297,,DE
9511612e,adf technologies adf technologies adf technologies,6 avenue jean monnet,colomiers,31770,,FR
32009d04,raasch luftfilter,11 13 scharrenberger str,solingen,42699,316424134,DE
22fa259d,aeronix produkte peter magin,5 albert einstein str,walldorf,69190,,DE
3b7341ce,marconi selenia communications spa,1a via ambrogio negrone,genoa,16153,,IT
dc1fbe70,drahtwerk elisental w erdmann,40 werdohler str,neuenrade,58809,,DE
41cd604b,manuel riesgo sa,00 avenida real de pinto,madrid,28021,,ES
546c2c52,licatec gmbh,7 erzstr,brand erbisdorf,9618,330944281,DE
e6a61f64,industrie elektronik brilon gmbh,40 almerfeldweg,brilon,59929,,DE
642a1d31,nord schrott gmbh,30 lilienthalstr,flensburg,24941,320637101,DE
28874a33,zarm technik ag,am fallturm,bremen,28359,,DE
65d52735,performance plastics products 3p performance plastics products 3p gmbh performance plastics products 3p,27 max planck str,karben,61184,,DE
ba8b6218,plastiques poppelmann,3 rue r schuman,rixheim,68172,057636483,FR
eef729a2,dichtelemente arcus gmbh,16 beckedorfer bogen,seevetal,21218,313821894,DE
06045ef8,temai ingenieros,10 rivas,coslada,28821,046234408,ES
8af3a891,lapp systems gmbh,5 oskar lapp strae,stuttgart,70565,031792249,DE
b7be227e,abc tools spa,via stefano canzio,milan,20131,,IT
e6119ac4,euroshine valeting,69 ravensden road,bedford,mk41 0jy,,GB
e8e5ef88,gloria gmbh,diestedder str,wadersloh,59329,,DE
8f518e93,gbc deutschland gmbh,40 42 uferweg,gelnhausen,63571,333234206,DE
f6d4c1fe,honeywell international inc,4150 lind ave sw,renton,98057-4973,602570855,US
af561fb1,hc pacific,19844 quiroz ct,walnut,51577,057356776,US
791834ad,aha zweckverband abfallwirtschaft r,karl wiechert allee,hanover,30625,,DE
1244efc0,le manoir de gressy,chemin des carrosses,gressy,77410,383204575,FR
accfff68,grupo proyemer sca,s n carretera a lagos del serrano,el ronquillo,41880,,ES
0cdda6c2,lambrecht wilhelm gmbh,65 67 friedlnder weg,gottingen,37085,315859603,DE
f9c1cd63,mdai mobile solutions gmbh,24 hans urmiller ring,wolfratshausen,82515,342595262,DE
e86bc269,pulch lorenz gmbh,am untergra3n,march,79232,,DE
17673c8f,laystil sa,avinguda generalitat,abrera,08630,,ES
63e87fe1,erich grau gmbh,3 7 uhlandstr,sersheim,74372,031613993,DE
9100ac66,knab gmbh,4 himmelkronstr,bayreuth,95445,,DE
bdcb5ed2,systempartner computervertriebs,wrzburger s trasse,aschaffenburg,63743,032898285,DE
ca468513,reiter gmbh,weddigenstr,augsburg,86179,031888058,DE
ed6c58f8,fedota ing giuseppe,via padre f lancellotti,oppido lucano,85015,,IT
d4ff295b,honeywell aerospace,190th st,torrance,25250,,US
48a1e774,lm therm elektrotechnik ag,15 sulzbachstr,aldersbach,94501,,DE
41b06fb4,aero electronic malter sikora gmbh,1 am birkenbhl,herzogenaurach,91074,507370836,DE
ce8a3993,abb automation gmbh,6 grner weg,friedberg,61169,344889824,DE
12dd8563,alpha taxis,56 rue albert,paris,75013,391949286,FR
0dd38705,hydro cleansing ltd,hcl house beddington farm road,croydon,cr0 4xb,239268969,GB
a8ec99a6,vtr,43 steinheide,tonisvorst,47918,,DE
13688540,ost und mitteleuropa verein,36 ferdinandstr,hamburg,20095,326404191,DE
ddc40482,snap on industrial germany,10 willettstr,mettmann,40822,,DE
c3470a67,latim sa,44 rue roger salengro,fontenay sous bois,94120,,FR
e41a7166,brklin ohg,haherweg,dusseldorf,40231,325678258,DE
28c9bf9a,performance plastics products 3p gmbh,27 max planck str,karben,61184,,DE
fca9ce98,kfv kasse,13 helm str,asselfingen,89176,,DE
b04a972a,pz planen und zelte gmbh,5 aindlinger str,augsburg,86167,319871752,DE
7461a27b,sam screws and more gmbh,43 virchowstr,leverkusen,51373,340886743,DE
83aed1a5,gorlo,12 am bhl,gerbershausen,37318,342972085,DE
b37479a6,faure herman,route de bonntable la monge,la ferte bernard,72400,278699061,FR
28f0feb9,blumenhof frey,wa3rmbachstraerasse,unterschleissheim,85716,,DE
ba79bdef,kerb konus vertriebs gmbh,7 wernher von braun str,amberg,92224,,DE
3c047412,sg world limited,duchy road,crewe,cw1 6nd,536465164,GB
4cfb01da,kavlico corp,14401 princeton ave,moorpark,93021,008267262,US
32f433b3,sogeti high tech,bp n 90076,blagnac,31700,,FR
1811fb7c,tui limited,esplanade,sthelierjersey,je11ft,,GB
a939e3e1,honeywell aerospace,23500 w 105th st,olathe,66061-8425,614705783,US
5d82d20c,essentra components gmbh,19 lauterbachstr,geretsried,82538,313090787,DE
32571bf3,lapp gmbh und co kg,25 schulze delitzsch str,stuttgart,70565,316086383,DE
86c8695e,halco iberia sa,pq empresarial sant cugat,sant cugat del valls,8174,464727759,ES
77db3165,slv schweisstechnische lehr,37 schachenmeierstr,munich,80636,329291983,DE
eb7bae3c,elektro automatik,33 35 helmholtzstr,viersen,41747,342379806,DE
dc8d1a61,wmh herion antriebstechnik gmbh,stanglmuehle 9 11 1,wolnzach,85283,331893797,DE
cbe3c7e4,ge aviation,cheltenham,cheltenham,gl52 8sf,067221824,GB
91c8e214,boote pfister gmbh,6 wahlweg,schwebheim,97525,,DE
3b69a348,notariat viii ulm,14 zeughausgasse,ulm,89073,,DE
58e9d4fc,wtd 81,bergstr,greding,91171,,DE
8d94d762,electrofluid systems,665 rue de la maison blanche,orgeval,78630,276361763,FR
9d6bc785,honeywell consumables solutions sas,30 rue raymond grimaud,blagnac,31700,380951202,FR
7d8787c1,rahmen shop de,7 industriestr,rothenburg ob der tauber,91541,341655724,DE
505938ae,hanhart gmbh co kg i i,33 hauptstr,gutenbach,78148,,DE
92537496,pts automation gmbh,166 donatusstr,pulheim,50259,,DE
63643da0,marconi selenia communications spa,1 a via negrone,genoa,16153,339927547,IT
ab3ef870,association deltas sqy,1 boulevard jean moulin,elancourt,78996,,FR
4c22ea5b,peddinghaus,halinghauser str,gevelsberg,58285,,DE
b2940ab5,stumpf,37b marienburger str,landshut,84028,,DE
b507374f,ge aviation systems ltd,arle court,cheltenham,gl51 0tp,211207784,GB
692fcdf3,netmakers,rue du 1er mai,nanterre,92000,260176907,FR
c6436756,gvf des dlr,kaniqswinterer str,bonn,53227,,DE
78ff3962,hamilton sundstrand aerospace,4747 harrison ave,rockford,61108-7929,149872194,US
49dff353,martin wei,4 birkenweg,ilmmunster,85304,312828019,DE
80c27449,sport in,17 jesuitenstr,ingolstadt,85049,,DE
abd16599,shp,5 zeiss str,ratekau,23626,,DE
e72763f6,macherey nagel gmbh und co kg,valencienner str,duren,52355,341183377,DE
486e3937,powerledsde,26 28 neustadter str,oldenburg,23758,,DE
c8efedca,marconi selenia communications spa,1 a via negrone,genoa,16153,,IT
c0890928,licatec gmbh,2 14 alfred nobel str,frechen,50226,316012194,DE
98d0d332,binz ambulance und,21 am vogelherd,ilmenau,98693,342642038,DE
d85c45d2,e a elektro automatik gmbh,31 37 helmholtzstr,viersen,41747,,DE
ccae9a88,lockheed martin,1801 state route 17c,owego,13827,,US
4d24a12c,isocontrol sl,av ofelia nieto 0067,madrid,28039,,ES
3b15f832,arrow iberia,75 calle albasanz,madrid,28037,,ES
faacdb94,hames gmbh,hererostrae,munich,80000,,DE
a78af68e,dr ing paul christiani gmbh co,hermann hesse weg,konstanz,78464,,DE
ba852050,ge aviation ge aviation ge aviation,cheltenham,cheltenham,gl52 8sf,,GB
ec6e3c43,plastiques poppelmann,3 rue r schuman,rixheim,68172,,FR
bc18e8e2,taxi candel jean,route de castelmaurou,saint loup cammas,31180,005440086,FR
f9d94010,conrad electronic,14 16 binger str,mainz,55122,312613229,DE
f9a47b93,hahnkolb werkzeuge gmbh,postfach 06 60,ludwigsburg,71606,,DE
b9287ffa,muslim shopcom,31 an der brunnenstube,mainz,55120,,DE
b326c887,seilflechter tauwerk,7 9 auf dem anger,brunswick,38110,,DE
f6c4cea8,selex es spa,via laurentina 760,rome,143,339927556,IT
58da522b,aeroflex international ltd,school close,eastleigh,so53 4ra,,GB
c204c7b7,l amphitryon restaurant,chemin de gramont,colomiers,31770,779097252,FR
0675a2a8,medicom service e k,wankelstr,korschenbroich,41352,537440336,DE
720277b6,cif,11 rue charles michels,bagneux,92220,,FR
4bd3cfa4,august schmelzer sohn gmbh,1 auf der acht,idar oberstein,55743,317535607,DE
e52f0da8,dirak,1 knigsfelder str,ennepetal,58256,312547397,DE
8ba3c958,aeroflex test solutions,monks brook ind pk,chandler s ford,so53 4ra,216834002,GB
e4e87c6a,assmann electronic gmbh,auf dem schffel,ludenscheid,58513,,DE
e974ef74,tulli elettronica di tulli marcello,via francesco gai,rome,196,,IT
5a33b026,gluetec,8a am biotop,geisenheim,65366,,DE
1b7312a0,sunaero,70 rue ampere,genay,69730,,FR
331e0689,hydraulik center dietz,18 heideland ost,handewitt,24983,,DE
a240b509,selex es spa,piazza monte grappa nr 4,rome,195,339051809,IT
b24a5771,zarm technik gmbh,am fallturm,bremen,28359,,DE
278ba4c8,centro comercial chino antonio,6 ra da agricultura,lugo,27003,462425518,ES
6fe5c5bd,curtiss wright,lambourne cres,llanishencardiff,cf14,211242694,GB
6d738788,bedifol gmbh,august borsig str,konstanz,78467,312606563,DE
941ec1ab,airtanker services ltd,airtanker hub raf brize norton,carterton,ox18,,GB
a34c487c,thales uk limited,manor royal,crawley,,217452627,GB
3ac81de6,snap on tools,5 auf dem hls,mettmann,40822,032934672,DE
5aae09d4,kvt koenig gmbh,14 max eyth str,illerrieden,89186,,DE
95862890,airflow lufttechnik gmbh,postfach 12 08,rheinbach,53359,318818127,DE
4ce5b1e1,wirtshaus in der au gmbh,pettenkoferstr,munich,80000,,DE
82dcb316,duangta barz,landshuter allee,munich,80000,,DE
823ef152,leco instrumente gmbh,31 marie bernays ring,monchengladbach,41199,316721976,DE
d345e1a8,bit biether,da12tzhofer str 7,swisttal,53913,,DE
7ef31ca1,ingenieurkammer der freien,41 43 geeren,bremen,28195,326694234,DE
134e55ca,manoir de gressy,chemin des carrosses,gressy,77410,,FR
0893b797,harmony software ag,tischlerstr,isernhagen,30916,537603925,DE
54c89a0c,elettronica gmbh,10 am ham bruch,meckenheim,53340,,DE
c539d14c,data device corporation,11716 wilbur place bohemis ny,bohemia,11716,,US
dbf54700,krueger raumausstatter,693 konigswinterer str,bonn,53227,,DE
38012b2d,westland helicopters ltd,lysander road,yeovil,ba20 2yb,217538273,GB
4e1dc91f,cleverbridge ag,2 4 brabanter str,cologne,50674,537461787,DE
08890639,spl patin,rue charles cros,surville,27400,525474904,FR
9c423197,dr feierabend chemisches und,19 gllerstr,berlingen,54570,328067137,DE
7c11b51d,acl digital ltd,lower road,london,se16 2xb,,GB
43e03f0e,thales communications thales communications thales communications,83 85 rue emile brault,laval,53000,,FR
e6aee316,edmund optics ltd,1 opus avenue,york,yo26 6bl,,GB
8a10ccca,floordirekt inh walter wesemeyer,markircher str,mannheim,68229,342768755,DE
ab957489,copper and brass sales inc,5 sterling dr,wallingford,06492,,US
0358d8de,thales uk limited,manor royal,crawley,rh10 9ha,,GB
0c5ded04,peter greiffer,58 albrecht drer ring,holzkirchen,83607,313394124,DE
b9f0d39e,pratt whitney canada,2 dr ernst zimmermann str,ludwigsfelde,14974,331130179,DE
cc928005,quadrant connections ltd,unit 1 a1 m business centre,welham green,al9 7je,,GB
626debb6,signal constructgmbh,4 brckenckerweg,niefern oschelbronn,75223,327823159,DE
1b932c6a,hatfield and dawson consulting,greenwood ave n,seattle,98103,,US
661a0913,phoenix contact hmi ipc,29 kurze str,filderstadt,70794,,DE
cadb6587,ge aviation,bishops cleeve po box 162,cheltenham,gl528yb,211207784,GB
6067485f,gesellschaft fr fertigungstechnik,28 rosenbergstr,stuttgart,70174,031829101,DE
88c9374e,temai ingenieros,10 calle de rivas,coslada,28821,046234408,ES
cfb8ec8d,business visum gmbh,dusseldorfer str,frankfurt,60329,,DE
c6498e19,gps tchnologies gmbh,23a heinrich hertz str,langen,49838,,DE
3d206e69,airshop vetter luftfahrtbedarf,flug platz,pritzwalk,16928,,DE
0025e9ae,maschinenbau kitz gmbh,84 glockenstr,troisdorf,53844,315996355,DE
2568f61a,poppelmann,3 rue robert schuman,rixheim,68170,057636483,FR
536899d7,rochester electronics ltd,phoenix park,saint neots,pe19,,GB
bc7b7e0d,clickconcepts gmbh,12 hoher weg,ellwangen,73479,344129031,DE
322eb731,thaysen telecom,23a am oxer,harrislee,24955,320641319,DE
6b1b704a,copelbe,16 rue grange dame rose,velizy villacoublay,78140,263896649,FR
9e0a9062,dynamic systems gmbh,11 inninge str,worthsee,82237,,DE
6ee09ef6,akka aeroconsiel ltd,bristol,bristol,bs347pz,216553403,GB
5e081f0e,werkzeugkoffer shopde,rosenstr,ziegendorf,19372,312585066,DE
5579240e,hubert waltermann eisenwaren,4 rt loh,balve,58802,341143894,DE
04552123,georg mattheus gmbh,24 falderbaumstr,kassel,34123,332678267,DE
5f10218d,clinter traducciones e,57 calle gran va,madrid,28013,468285916,ES
e0857916,tesa germany,32 netzestr,ludwigsburg,71638,,DE
878b2071,slv schweisstechnische lehr,37 schachenmeierstr,munich,80000,,DE
8bd0463e,kleintierzuchtverein manching,20 am burgfeld,manching,85077,,DE
4785cf9e,fischers,10 am hirschbach,gundremmingen,89355,342880072,DE
cbe8ff6d,bals elektrotechnik,22 burgweg,kirchhundem,57399,317074672,DE
fc5a80a9,alpha taxis,56 rue albert,paris,75013,,FR
1de5bcc9,schubert kunststoffbehaelter,319 truderinger str,munich,80000,,DE
0900a4d6,plug dayhe sl,1 calle poligono,aldaia,46960,,ES
68923734,modellbau deutsch,33 hindenburgstr,donauworth,86609,,DE
054aa318,lloyds bank commercial finance sky,po box 10484,harlow,cm17,215591977,GB
110d2436,l com inc,45 beechwood dr,north andover,01845,040199572,US
cce26ebb,ge aviation,evesham road,cheltenham,gl52 8sf,288525181,GB
6d6d1d3f,isocel management conseil,du lac ii,bordeaux,33300,762822153,FR
664d02a2,alexander krasner gravierbedarf,27 wuppertaler str,schwerin,19063,,DE
5daf4ea3,inforson sl,18 calle julio palacios,leganes,28914,,ES
8a9e4ab1,mk medizintechnik,120 primelstr,puchheim,82178,,DE
530192aa,uk space agency,north star avenue,swindon,sn2 1sz,217621868,GB
25bd969a,micro optic nosch ohg,2 berthold str,freiburg,79098,333121221,DE
1f772c01,delta computer products gmbh,rontgenstr,reinbek,21465,031634716,DE
141d83c1,albert berner gmbh,4 bernerstr,kunzelsau,74653,,DE
427fff0e,blyenburgh co,86 rue michel ange,paris,75016,,FR
c8047775,sigg strahltechnik gmbh,21 randenweg,jestetten,79798,320161771,DE
ab83db1d,ge measurement control,fir tree lane,groby,le60fh,,GB
f807543d,paul winter schule,bahnhofstr,neuburg an der donau,86633,,DE
5a53817a,trobak vertrieb,14 schillerstr,eckental,90542,,DE
ceee4324,klettshop24de,blossiner str,heidesee,15754,,DE
6d75a9de,plug in electronic gmbh,am sonnenlicht,alling,82239,,DE
edadd42d,nea electronics inc,14370 white sage rd,moorpark,93021,009488545,US
7d0324f9,hodt korrosionsschutz gmbh,flurstr,wentorf bei hamburg,21465,317577443,DE
685d1a81,tesa germany,32 netzestr,ludwigsburg,71638,,DE
b5f16ae7,frey blumenhof,mittenheimer str,oberschleissheim,85764,,DE
5678d159,hds ventilatoren vertriebs gmbh,1 glaswiesenstr,dorzbach,74677,,DE
8636d1a6,rts elektronik systeme gmbh,66 preysingstr,wolnzach,85283,341400579,DE
4b61a6e1,c stiefelmayer gmbh co kg,4 htten weg,wertheim am main,97877,313042822,DE
589eb4bd,sensortechnics gmbh,boschstr,puchheim,82178,315794797,DE
26f1006c,easy elox,86 ganghoferstr,munich,80000,,DE
a75b5bc0,georg pforr gefo gmbh co kg,16 holterkamp,ratingen,40880,317099893,DE
2b75cf9c,stulz gmbh,holsteiner chaussee,hamburg,22457,,DE
bb3e4157,temai ingenieros,10 calle de rivas,coslada,28821,461592987,ES
2a07c334,shp primaflex gmbh shp primaflex gmbh shp primaflex gmbh,3 zeiss str,ratekau,23626,,DE
37603d42,amergint technologies inc,briargate parkway,colorado springs,80916,829274674,US
529cd6fd,united parcel service,grlitzer str,neuss,41460,315081096,DE
c018f6b1,adlon datenverarbeitung,99 kemptener str,lindau,88131,,DE
251a3154,aalco metall,12 aindlinger str,augsburg,86167,333354707,DE
6fc8402e,lumitronix led technik gmbh,42 haigerlocher str,hechingen,72379,,DE
2da79fc5,digital river gmbh,78 vogelsanger str,cologne,50823,551512882,DE
c3200b89,acm,9 rue de la gare,villiers saint frederic,78640,,FR
2f83a976,fti,1 rue de la grange laidet,beauvoir sur niort,79360,038197902,FR
c35be655,chauvin arnoux,190 rue championnet,paris,75876,,FR
d694d372,rich ad brandt ek,12 rantgen strae,schwarzenbek,21493,,DE
b45183ad,abh nord gmbh,121 barkauer str,bergisch gladbach,51429,312923398,DE
71b9a10c,racing kart jade,14 rue des forgerons,saint michel chef chef,44730,002645923,FR
fa55c17b,anton paar germany gmbh,6 hellmuth hirth str,ostfildern,73760,328269782,DE
c00511a4,selex es ltd,crewe road north,edinburgh,eh5 2xs,,GB
5ee8ee92,abc tools spa,via stefano canzio,milan,20131,,IT
2c85458b,dr mach gmbh co kg,28 flomannstr,ebersberg,85560,031557138,DE
56a3da87,sogeti high tech,1 av l escadrille normandie niemen,blagnac,31700,278490599,FR
b967c930,hirschmann gmbh,9 kirchentannenstr,fluorn winzeln,78737,317651644,DE
f294a08a,khn beratung,5 markgraf albrecht str,berlin,10711,342347578,DE
eb94c368,ag sexton gmbh,rathausstr,jagsthausen,74249,,DE
a4047b6a,banderas navas sl,122 calle de castello,madrid,28006,,ES
af5f04c9,aeroflex test solutions,monks brook ind pk,chandler s ford,so534ra,,GB
0472d735,mayre sc,5 b calle lpez de legazpi,seville,41008,474119414,ES
8b0d71b8,telecomputer sistemas sl,0029 calle de julin camarillo,madrid,28037,460667038,ES
64920ce2,selex es spa,via tiburtina km 12 400,rome,131,339051809,IT
0b369747,ups deutschland inc co ohg,gorlitzer str,neuss,41460,,DE
