ix,name,street,city,postalcode,duns,countrycode
ef51261f-ff79-43d6-a1b1-ba1d24f550cc,avioparts sl,1 calle de mario roso de luna,madrid,28022,,ES
dbb98cc5-e6f8-479f-8472-34a207206f80,dierck,preetzer chaus see,schwentinental,24147,,DE
0812de96-24d3-444d-964e-4ad120dd3081,arrow central europe gmbh,max planck str,dreieich,63303,342657054.0,DE
c323c5e2-b7f5-438a-a7d1-35f4935e77da,assmann electronic gmbh,auf dem schffel,ludenscheid,58513,318569373.0,DE
e10a5105-61f2-4210-8e2c-da4bb36d3cbc,sarl pur events,2 alle des nymphas,l union,31240,266147797.0,FR
f6c4cea8-4c43-448a-ad6b-50412968e16f,selex es spa,via laurentina 760,rome,143,339927556.0,IT
58bf6d32-920c-4237-84c4-628b32932dce,roxspur measurement and control ltd,2 downgate drive,sheffield,s4 8bt,210050514.0,GB
345e63df-2a1f-4ce6-bfe6-e5e62c758814,sf era s r l sf era s r l sf era s r l,24 via francesco carrara,rome,196,,IT
1bc1ab2a-d00d-40ca-b64a-c4424b0517dd,nespresso deutschland gmbh,speditionss trasse,dusseldorf,40221,341618791.0,DE
a62e7d8c-d08f-45dd-b852-c9500fe39a74,pefra ag,am,buhl,84174,,DE
f935621c-840e-44b5-a547-fbb971962929,tyco electronics amp gmbh,fraunhoferstrae,planegg,82152,31816783.0,DE
95c06677-a148-4689-a5fd-76dd28a626cf,clairson,4 rue ampre,igny,91430,531713444.0,FR
237385c3-e9b5-4ec2-8142-65a1507613c5,procom deutschland gmbh,heideland,handewitt,24983,,DE
7c7ed72b-6006-4c04-85f4-ed47466e9deb,le manoir de gressy,2 rue saint denis,gressy,77410,,FR
c42d1668-f891-462c-83b9-bef6a7e5943c,selex es spa,piazza monte grappa,rome,195,,IT
16138c30-6cca-4c08-9a5f-92cd7d8eb453,oerlikon,498 bonner str,cologne,50968,31500279.0,DE
1bd18a1a-8af6-495b-97a3-c72e28740f4f,sogeti france,avenue henri ziegler,blagnac,31700,263505452.0,FR
0f21c66d-43da-4b79-856f-7f823c397043,comercial asez sl,18 4 calle de las lenguas,madrid,28021,,ES
01513142-01fc-4b45-a7d2-92863a13e797,dy 4 systems uk ltd,lambourne crescent,cardiff,cf14 5gf,,GB
16127b52-1e19-48b0-a029-f9ece9716ce7,brammer gmbh,8 maybachstr,ulm,89079,551218956.0,DE
12c8876d-8673-40f0-9570-10518eac5fc9,pb elektro,16 robert bosch str,gross umstadt,64823,316888197.0,DE
4504436e-ac54-4d9a-a6cc-e584c37e255c,schmidt hoffmann gmbh,163 hamburger chaussee,bergisch gladbach,51429,551003432.0,DE
cc36b708-fa29-4bf7-8b6f-49d7b9ff565a,airtanker services,airtanker hub,carterton,ox18,,GB
252c7286-30f5-4803-a53e-94cb15b71f8e,grupo proyemer sca,s n carretera a lagos del serrano,el ronquillo,41880,633456546.0,ES
52105f14-6033-4699-acb3-db96a8614e41,gruschwitz gmbh tech twists,68 memminger str,leutkirch im allgau,88299,315905638.0,DE
a92f1b40-822a-4d69-b990-23d2f8d20ce9,siemens medizinische technik,henkestr,erlangen,91052,551010304.0,DE
7f426d35-779c-4939-b049-3059c8cb01e3,belfor deutschland gmbh,24 keniastr,duisburg,47269,329561968.0,DE
3a310ba4-77e3-49ff-81ca-1b7eb6e9461b,thales uk ltd,manor royal,crawley,rh10 9pz,217452627.0,GB
90aeb7f2-93f6-4212-be9a-0dbd8bf460d2,piek international,198 auf der hls,aachen,52068,343181889.0,DE
ed738b20-57d0-41d8-8654-fb8ad16e20a3,dube aero technik,101b vorster str,monchengladbach,41169,,DE
3dd3b43c-48d0-4ab6-a7c8-4f9feb83d661,selex sensor and airborne,christopher martin road,basildonessex,ss13 1el,504381468.0,GB
ac4b18e7-9d49-49ff-9b95-ec28352a6835,timmer pneumatik gmbh,37 dieselstrae,neuenkirchen,17498,317314334.0,DE
2c71aec6-e2d0-43d0-9aa6-54de03e6b5c2,bird bird,6 karl theodor str,dusseldorf,40213,332037261.0,DE
37fa1e22-ee69-49b0-8d88-90e3407d0251,marconi selenia communications spa,1a via ambrogio negrone,genoa,16153,,IT
bb49d430-5e9f-4568-9f8c-b39a33b6f2e5,hamilton sundstrand,7002 po box,rockford,61124,149872194.0,US
c9f1c7e3-7a65-417a-8c0d-41e0c3677858,goebel electric,117 mannheimer str,ludwigshafen,67071,50757427.0,DE
315f866b-ddc1-45cf-9601-3fc0c1e178d0,schroeder fasti technologie gmbh,1 elbringhausen,wermelskirchen,42929,537278132.0,DE
7eb83931-551d-4a82-b199-39bf3436a4fc,vieweg gmbh,13 gewerbepark,kranzberg,85402,325718823.0,DE
5225ab5c-cb70-4bcf-942e-d493950fcf00,lpkf laser electronics,4 calle rosales,guadalix de la sierra,28794,462670402.0,ES
6e01f520-d285-49c8-b785-49e99caa9fb7,carney gmbh,96 westerwaldstr,wutha farnroda,99848,,DE
3b82f785-5d27-4429-bff6-a5eb7ee04051,mira electronic,9 beckschlagergasse,nuremberg,90403,498988419.0,DE
f9c1cd63-7577-4b35-98e5-2bcb9555508e,mdai mobile solutions gmbh,24 hans urmiller ring,wolfratshausen,82515,342595262.0,DE
18749ad5-916b-4e1e-9e84-685263165691,data device corporation,wilbur pl,bohemia,11716,54978952.0,US
1e5fe725-1d28-4c63-8481-67800281fc09,gestion integral de oficinas sl,valle de la tabalina,madrid,28021,,ES
a27e4a0b-5e5e-47b0-b3b5-907330cfcbc2,gkn aerostructures yeovil,lysander road,yeovil,ba20 2yb,288303688.0,GB
c55aca6c-d3d1-4f04-81a9-8d31a6fa6a7c,viking direct,lancer house,leicester,le31ub,505049999.0,GB
6afa4789-727c-42c9-a156-e038e84b241d,cesg,cheltenham,cheltenham,gl525ve,,GB
c9f6d5af-5fa4-4f79-91ce-d4712784c29f,aix marseille universite,bd charles livon,marseille,13285,,FR
aeec2ddb-be94-4d0c-896c-967a8fe34ece,siemens ag,henkestr,erlangen,91052,313366613.0,DE
fc73fd12-0b37-4502-ac42-4bffafe0d8de,eudisa gmbh,2b lilienstr,hohenkirchen siegertsbrunn,85635,341203829.0,DE
1f9ecb03-0114-42f5-aeac-0b4f095424c9,sinus electronic gmbh,6 schleifweg,untereisesheim,74257,330960878.0,DE
eb0a5c2f-4ed7-4151-9bee-20cdcdb07c66,hofmann jrgen,lilienweg,heuchelheim,35452,333177608.0,DE
11cafca9-e84d-4891-b995-57a777f8341f,np4 gmbh,97 rheinstrae,darmstadt,64295,551126209.0,DE
3bcfd985-243d-45f4-b25a-e8e1e698d92b,didsbury engineering co limited,lower meadow road,handforth,sk9 3er,,GB
56d34c7e-0b97-4838-b381-d81dd41eab7c,thales communications laval,83 85 rue emile brault,laval,53000,,FR
1360d594-2258-40cc-9476-c14c07eedbf0,kd optics ltd,walsford,wetherby,ls22,543752885.0,GB
c52d24d2-1bf2-4073-bdd7-66b3c23e5226,r g faserverbundwerkstoffe gmbh,13 im meiel,waldenbuch,71111,,DE
d90bd6f1-e01d-40e1-9982-4da5c86e23b1,meersburg tourismus,kirchstr,meersburg,88709,,DE
39082433-598a-49f1-b84b-6c3400305119,sinus electronic gmbh,schleifweg,untereisesheim,74257,,DE
c23d13e2-62dd-4d8c-93e3-24859a243258,cauchos pedro romero sl,calle b,seville,41008,,ES
b7f630c7-8989-415c-926b-ec8e8c25120f,copper brass sales,5 sterling dr,wallingford,06492,6515207.0,US
c48d2aae-0d5c-4443-a906-04b4e74128a3,thales uk ltd,newton road,crawley,rh10 9ts,232257352.0,GB
760be353-667c-4468-8963-78ed86f0441e,fischer instruments sa,99 carrer de pallars,barcelona,8018,,ES
a4a69975-a04e-4328-9e8b-6a93004f43e8,prechter renner,2 siemensstr,wimsheim,71299,318241445.0,DE
009a86ad-346f-4e9a-bb43-57a1ed7bef26,sogeti high tech toulouse,3 chemin de laporte,toulouse,31300,261969181.0,FR
552b6ab5-d2f2-4570-b79a-df1d187189f6,wilfried biemann,19c dr zimmermann str,meersburg,88709,,DE
a39f98b8-76c9-41d5-b1ae-de65a61839db,testo gmbh co,kolumban kayser str,lenzkirch,79853,316274125.0,DE
517bc079-d0a2-4c56-b06d-3c3ba996a5d3,acl digital ltd,unit 20 city business centre,lower road london,se16 2xb,345662639.0,GB
60f20152-b750-42a2-8153-eb45bda778a1,pts automation gmbh,donatusstr,pulheim,50259,,DE
21c09dde-cff3-4c45-a2f1-46a99e6e1587,hatfield and dawson consulting,greenwood ave n,seattle,98103,99615556.0,US
cbe08570-6a63-406a-b185-9c70fc5666dd,fervimax informatica,4 calle pollensa,las rozas,28290,46204045.0,ES
c03bc5eb-8ef0-4bac-9dab-ed44faf55c06,cg conseil sarl,parc des saules,val de reuil,27100,504696357.0,FR
ebd94ccf-dd4f-4ac2-b18c-166e02194115,inconsus internacional sl,19 calle de la basilica,madrid,28020,,ES
b8968e29-7d55-430d-ada9-71d59b1070b6,thales communications laval,83 rue emile brault,laval,53000,54958047.0,FR
2394bb98-fa92-4a6c-82b7-4b468270cf82,phoenix contact gmbh co phoenix contact gmbh co phoenix contact gmbh co,8 28 flachsmarktstr,blomberg,32825,,DE
764608b4-c3c1-4833-90d3-76f0089d4b64,herr siegfried stecher,2 gehrenberg,markdorf,88677,316559574.0,DE
2ce998f9-edc5-45ab-afd1-6c49c1d56e0f,ge aviation,bishops cleeve po box 162,cheltenham,gl528yb,,GB
955c5635-7849-48bf-a138-e44a42095824,aeroflex services limited,longacres house,stevenage,sg12an,,GB
a077dca5-92b8-45fd-9b18-51872e5988bc,bromarkt bttcher ag,brsseler str,jena,07745,344634485.0,DE
3d65fac1-c1b7-4e81-b2db-a10d7d7b0d81,fluke deutschland gmbh,heinrich hertz str,kassel,34123,,DE
ee49e4f3-f104-4ca9-bc4b-67898a3a6822,lockheed martin corporation,1801 state rd 17c 17 c,owego,13827,147329606.0,US
90a3530a-d1f1-4cd1-af35-e5e5f4299105,rts elektronik systeme gmbh,66 preysingstr,wolnzach,85283,,DE
76ed7244-f2aa-4445-888b-e515e57862f6,r eisenschmidt,1 am flugplatz,egelsbach,63329,320510886.0,DE
cf496645-6e15-4d68-96b8-7c1156fc982e,maschinenbau kitz gmbh,84 glockenstr,troisdorf,53844,,DE
098d64da-c954-4645-aece-bb6d8ca778f0,wielath,5 maybachstr,oberteuringen,88094,330971255.0,DE
e2f19754-8f2b-4be9-83f8-f9063437e79c,controle et mesure laser,14 rue robert schuman,saint herblain,44800,396187697.0,FR
4f296a0b-b002-400b-ae99-7bfdbdfd2e23,lm therm elektrotechnik ag,15 sulzbachstr,aldersbach,94501,341120645.0,DE
ac071f24-3e02-4e9c-b527-32a6b96fc785,dhl international limited,park,hounslow,tw46j6,218129225.0,GB
81460463-c08f-4baa-bab6-ce5323c38452,kluge luftfilter gmbh,66 68 pittlerstr,langen,49838,316890342.0,DE
7cb890b1-cec3-4c5b-bd67-65cae8963aef,dy4 systems uk ltd,lambourne crescent,llanishen,cf14,,GB
a8599ca5-538c-4dec-8bf2-1d1b951b9ea0,biccnet,3 boltzmannstr,garching,85748,,DE
417ef2d8-2b61-410a-a4e0-7b9200a35d39,thaysen telecom,am oxer,harrislee,24955,,DE
b23905fc-8995-4fc7-af23-f8eb17bd0d51,thales services sas,20 22 rue grange dame rose,velizy villacoublay,78140,285225228.0,FR
e1cc6393-db91-4cd1-8f5b-1a8b347e5f75,eidex gmbh,schorner str,baierbrunn,82065,313153509.0,DE
65d52735-e8b1-460e-b331-570ec7970b4e,performance plastics products 3p performance plastics products 3p gmbh performance plastics products 3p,27 max planck str,karben,61184,,DE
f4d4681f-8376-4af3-9b23-0861e5d9cf9a,national composites centre,bristol bath science park,bristol,bs167fs,,GB
1624229c-5fd9-413e-abf9-4f7c936ae86f,ups scs gmbh co ohg,loh strae,schwaig,85445,,DE
f9e55289-0086-47a0-a9f2-9f4c6ef87422,umt,15 lise meitner str,ulm,89081,333374796.0,DE
5c1ac7cc-28ff-4d9e-a844-bc9327907c71,dr med frank heimann,4 hauptstr,uhldingen mhlhofen,88690,340299057.0,DE
af22c3e1-4649-4455-9ae6-865d43449837,bergmann cl gmbh,33 falderbaumstr,kassel,34123,314549791.0,DE
5b348781-2b88-4b36-a3e4-c96cd3c51d6b,pratt and whitney,400 main st,east hartford,06108-0968,,US
6d9726e3-2578-4250-ab60-e5b847f1b430,neurtek sa,3a poligono ind azitan,madrid,28022,,ES
85dc9baf-d7fc-4a22-a7dc-5356f3f9fc6d,utc aerospace systems,100 panton rd,vergennes,05491,,US
54c0ef0e-6c7d-4f09-a5db-c6e0ea9137d2,cet auditores sl,62 calle gran va,madrid,28013,466452807.0,ES
2bde6f9b-cb4b-4796-bd2f-42f6db896153,tesa ag,24 quickbornstr,hamburg,20253,314982609.0,DE
03a7c132-ace9-40ec-b950-2488d31fe7a7,altran gmbh co kg,schillerstr,frankfurt,60313,,DE
d89d5e22-5751-458d-8c75-76cac36f3471,vm schweitechnische beratung,lanzstr,friedrichshafen,88045,333764434.0,DE
85c007db-54be-403e-8793-0a3753b426c0,striko verfahrenstechnik,16 18 bahnhofstr,wiehl,51674,325533362.0,DE
1934cc9c-b8a0-47a9-8c36-524caf3fc7ef,patzelt consulting,am,ramerberg,83561,,DE
5a40f3dd-9b86-412c-9f93-92fefd66b552,jedermann verlag,15 mittelgewannweg,heidelberg,69123,34190284.0,DE
99d4e66e-b9b2-4459-a1f5-f397fcad32df,audio ton,24 rntgen str,hamburg,22335,341235919.0,DE
a1bab05d-dac5-4da5-bf7c-5e52705dfd1d,brammer gmbh,19 industriestr,karlsruhe,76189,,DE
b3ee89d1-889e-4a8a-94ec-81b22f8e6819,elior entreprises,a 52 rue albert,paris,75013,,FR
ea137341-fc9b-4605-a124-3934330b5856,hoga edv services gmbh,4 jenaer str,idstein,65510,,DE
be88a277-c0d7-4ffa-a7b9-8d79c7d7d6a7,apcon electronic gmbh,58 eugen snger ring,brunnthal,85649,344807433.0,DE
c377d3b7-7b2c-4d38-ae0f-ee3f7c009add,schubert kunststoffbehaelter,319 truderinger str,munich,80000,,DE
1cc41d6f-dbf2-4ca2-8f4e-1d7423e706ed,aaa formation,57 avenue jean monnet,colomiers,31770,767334576.0,FR
4f6c515a-1754-4c51-974b-ede7fff60d2d,micro epsilon optronic gmbh,lessingstr 14,dresden langebrrck,1465,33124176.0,DE
8251d75d-3850-4ea4-8541-18836e8c8bff,geo center,1 calle polgono,aldaia,46960,560543605.0,ES
178e2bf6-acdd-47dc-9c39-f640e26409ee,modellbau deutsch,33 hindenburgstr,donauworth,86609,,DE
28bbbd14-84ca-4a71-8e0e-18f16cb5fd09,bastide manutention,3 rue gutenberg,bruguieres,31150,278104344.0,FR
25ebb9a4-a527-43c5-9009-cba4cb51a296,lenze vertrieb gmbh,16 fraunhoferstr,planegg,82152,328581095.0,DE
738643f2-b7f6-40ad-8c10-0f2622e1ee00,sporting wales ltd,po box 10484,harlow,cm17,,GB
13174b1f-7193-46e3-80dd-2f567ed47573,honeywell international services f,s0188 28000 fash shop services,,,828450762.0,US
31ccc239-ca40-4d59-9e58-68a156ec1fb9,l com,1201 clint moore rd,boca raton,33487-2718,830490277.0,US
47914f92-9998-4d08-9163-ddb0590b8441,polytec gmbh,polytec platz,waldbronn,76337,,DE
ce28d270-3efb-4614-a0df-f2f82886393a,verified systems international gmbh,1 am fallturm,bremen,28359,,DE
cba7a0f0-76c3-4952-b229-fa245d9c8e2f,cad electronic gmbh,siemensstr,landsberg am lech,86899,,DE
9a3f620b-e0ed-42e5-a903-8666b6357e04,dhl international limited,park,hounslow,tw46j6,,GB
cd260ff8-30d1-4183-b926-fdc6b1f4d716,kunststofftechnik e h poetsch,13 lilienthalstr,gaimersheim,85080,341583698.0,DE
c2cfc79e-3449-401c-81ce-bfb450dfc97a,alexander krasner gravierbedarf,27 wuppertaler str,schwerin,19063,,DE
ec2097a7-bf51-429f-ba37-bac97bc839b4,mecalux servis sa mecalux servis sa mecalux servis sa,12 p calle julio palacios,leganes,28914,,ES
05f23948-80c8-4204-b95f-48a16a358f97,sigro gmbh,1 sderstr,hamburg,20097,317203743.0,DE
fb1a075a-a9b9-4caf-a34e-721cee683704,hahn kolb werkzeuge gmbh,40 schlieffenstr,ludwigsburg,71636,343074233.0,DE
6e3ac589-1fab-4fda-9f4d-6eb23bd87aa6,northrop grumman international,1 space park blvd,redondo beach,90278,,US
20c3b962-66af-43b3-bd80-830dc3f542df,conforel,16 rue jean monnet,saint jean de marcel,81350,394359426.0,FR
2efeba23-52a8-465d-97df-2750c15bb045,lighthouse uk limited,north road,loughborough,le11 1le,232906276.0,GB
041f9944-c33c-448a-9b88-846bca91137f,micro optik nosch ohg,bertholdstrae 2,freiburg,,333121221.0,DE
1b3b6c7e-37c7-4232-a06e-61aa40adf6a5,uvs international,86 rue michel ange,paris,75016,,FR
ebabd198-fbe6-4a31-ba27-332e6cb6807d,bollore logistique,avenue jean monnet,colomiers,31771,,FR
8ba3c958-38e0-47fc-8458-f98f52212ea0,aeroflex test solutions,monks brook ind pk,chandler s ford,so53 4ra,216834002.0,GB
2ddbef02-d819-4529-9ff5-d5d9d976d66b,lico gmbh,12 grnwalder weg,unterhaching,82008,31671841.0,DE
df82aecc-5d1d-4b9c-bfc8-505351824c72,endrich bauelemente vertriebs gmbh,hauptstr,nagold,72202,,DE
47d69b8e-4ed8-4717-8be3-cee53cd23ca3,ristorante belvedere,8 sd s trasse,unterhaching,82008,340093287.0,DE
28af36eb-1756-4c68-9707-b71ee156e7d2,eudisa gmbh,2b lilienstr,hohenkirchen siegertsbrunn,85635,,DE
de535b21-f677-4795-89d7-53cbe69c77b4,kalthoff gmbh,1 grabenstr,schalksmuhle,58579,315983015.0,DE
4fc025f1-c138-4c38-a9b8-5b3f93f099d4,druck ltd,2 fir tree lane,leicester,le6 0fh,226525053.0,GB
b507374f-c1e9-4d99-bf80-39c889e17092,ge aviation systems ltd,arle court,cheltenham,gl51 0tp,211207784.0,GB
26af2ac5-896e-41ee-aa42-17947af8b3f4,trobak vertrieb,8b goethestr,eckental,90542,328822747.0,DE
a25238a4-006a-4299-91a7-bac8f868cca8,zarm technik gmbh,am fallturm,bremen,28359,537384638.0,DE
08fbd646-ed9b-45ef-9f3b-f8beb35333b6,data device corporation,105 wilbur pl,bohemia,11716,54978952.0,US
370bd74d-e795-433b-ba25-02e2852b233f,industrie foerderung gesellschaft m,gertraudenstr,berlin,10178,,DE
b85fa781-620a-4143-90ff-62b82b2f52a8,smiths industries,cheltenham,cheltenham,gl524sf,288525181.0,GB
3a62f0be-9aec-490d-9c4f-243986b1b6db,eichamt landshut,1 rontgenstr,landshut,84030,,DE
8eb9d428-7330-4c04-a546-c8b069a13e0c,evosource ag,80 berliner str,potsdam,14467,314175303.0,DE
06cbd331-16fc-4be7-a03b-3b4177311b28,casa compras,calle la mata,seville,41002,462422616.0,ES
cb9663a1-36c2-449e-9c86-32c3c4f3f1c9,industriehansa,37 taunusstr,munich,80000,,DE
8174a694-7fc9-4a67-b322-08e5bb8114ef,wiko klebetechnik ek,8a am biotop,geisenheim,65366,341546997.0,DE
e41a7166-03f0-4cc4-9017-31338084ab04,brklin ohg,haherweg,dusseldorf,40231,325678258.0,DE
0d248d0c-41a1-4e06-b888-6dc3d8e76480,dario miroiterie,5 rue saint denis,toulouse,31400,,FR
ea50eaf8-30e6-43df-965f-af24836f4626,ne technologies inc,guthridge ct,norcross,30071,623335119.0,US
ea7c467c-5feb-48a2-98a1-d5affd7d7a24,etf eurovia travaux ferroviaires etf eurovia travaux ferroviaires etf eurovia travaux ferroviaires,9 chemin de garrabot,colomiers,31770,,FR
c77b780e-9fd8-4e96-b81f-d969ca1c09b2,hodt korrosionsschutz,flurstrae 8,hamburg,21465,317577443.0,DE
31ac39d8-82a0-4253-9c8c-394e85583046,seda germany gmbh,salvatore d amato platz1,neuhaus,21785,,DE
e2d9fca1-e122-4daa-ad9e-438138dad626,roxspur measurement and control ltd roxspur measurement and control ltd roxspur measurement and control ltd,2 downgate drive,sheffield,s4 8bt,,GB
be5a8f99-b3aa-4728-9d14-ad8050fbdd2f,sogeti france,avenue de l escadrille normandie nimen,blagnac,31700,280473054.0,FR
1cdf9fef-add7-4091-aefa-cfad4904f7a7,buerklin ohg,grunwalder weg,oberhaching,82041,,DE
37cfe503-a079-4ad8-90b1-85c76c429677,mayfran gmbh,htten strae,aachen,52070,34278907.0,DE
3b673006-18b9-463c-acad-213be292d8c2,heisslufttechnik flocke gmbh,2 4 mondstr,feldkirchen,85622,,DE
2cfd1b80-c658-4064-9742-ef19d834788e,phoenix contact deutschland gmbh,34 bahnhofstr,weinstadt,71384,,DE
6b1edbf4-94b2-415c-b0f7-e60f53dc3662,national instruments germany gmbh national instruments germany gmbh national instruments germany gmbh,70b ganghoferstr,munich,80000,,DE
984abc8d-2d2a-41f4-92df-5677c32a4eae,leonit gbr,62 leonrodstr,munich,80636,34184809.0,DE
55ee48f3-eeb6-4e9a-9aa6-7a656e5bcffa,gks kurier vermittlungsgesellschaft,15 grnwalder weg,unterhaching,82008,31790924.0,DE
c33bd465-8aca-4956-be65-959fbe1d3585,hauschild co kg,1 waterkamp,taben rodt,54441,324402023.0,DE
28942851-b2ef-4104-8632-2690e574d405,still gmbh,15a zum panrepel,bremen,28307,312577678.0,DE
c1de123c-acb2-4c77-a48c-30246136323f,tecniseco ingenieros sl,calle de ciudad de frias,madrid,28021,,ES
b0b65bb5-6cc9-4198-a596-aea846aebd7e,honeywell aerospace,15001 ne 36th st,redmond,98052-5317,958664997.0,US
055a89ad-449a-4b39-a641-27d5610e9066,adelco elektronik gmbh,3 carl zeiss str,quickborn,25451,,DE
0ddd02d5-4264-4da1-8cd7-6619f42b7ce7,interphase corporation,parkway ctr,plano,75093,79338869.0,US
7ca58742-beb2-485d-936d-cdeaf84a935b,united parcel service,1 grlitzer strae,neuss,41401,315081096.0,DE
553c8f3c-3e8e-4521-a434-aa41a2057706,honeywell aerospace,15001 ne 36th st,redmond,98052-5317,9533998.0,US
f533c100-903b-49c3-ac17-8317f4cec8a2,les france,220 rue de vaugirard,paris,75015,,FR
6024de9e-3345-48f1-b70e-9ddacce7fc8c,adlon datenverarbeitung,99 kemptener str,lindau,88131,,DE
b07ea532-49be-4f2c-b596-5c6cd84f292a,ig metall,13 riedleparkstr,friedrichshafen,88045,313206864.0,DE
880cc526-1290-4525-a56c-6bd957882998,huber gmbh,raiffeisenstr,pfaffenhofen,85276,313728131.0,DE
0d1289d4-d072-4255-9dde-a69d18e37550,siemens ag,5 breslauer str,furth,90766,,DE
8b4cce49-782e-48ba-97d4-3b416fe6abff,seda germany gmbh,salvatore d amato platz1,neuhaus,21785,318853454.0,DE
48a1e774-05cc-41e5-806a-7eef92e9cdf7,lm therm elektrotechnik ag,15 sulzbachstr,aldersbach,94501,,DE
0a1a9918-0ab7-49d4-9f97-edf85d7c3a61,tv nord systems gmbh co kg,hermine berthold str,bremen,28205,,DE
da2f9ef0-9279-4cbb-953d-fee394c4288f,beamer more gmbh,vogelsangstr,stuttgart,70197,331088075.0,DE
1d8de464-d178-467e-939c-7ffcadb21243,weber hw,am,ramerberg,83561,,DE
e42f6b6c-d151-45d3-bcf6-20a84d3ecca2,temai ingenieros sl temai ingenieros sl temai ingenieros sl,10 calle de rivas,coslada,28821,,ES
41f74e94-3541-43fe-a9bc-f65ab8720fa1,le bozec filtration systems le bozec filtration systems le bozec filtration systems,2 rue de la pature,carrieres sur seine,78420,,FR
3bdbe799-ff0c-4cd2-b67f-db9430afb383,vti instruments corporation,2031 main st,irvine,92614-6509,623193919.0,US
0c26641a-ae1d-4751-8b10-af24b993a198,tecmetal,551 rue de la reine blanche,carrieres sous poissy,78955,267632537.0,FR
4ea010e5-9d10-4176-a30b-95b9f386a665,triumph integrated systems,cheltenham road east,gloucester,gl2 9ql,54860461.0,GB
684418a1-cd39-4a5c-be30-01ddf6a7a30f,f tech atlantique,rue de la grange noire,merignac,33700,262868992.0,FR
ff1b357d-baca-49ef-9f89-d20b6ac97d45,displaysense ltd,rye street,bishop s stortford,cm23,226442242.0,GB
605772e5-bde0-4b5e-8d68-d1f33a97f131,nuevas tecnologias de,km 6 carretera valencia,cuarte de huerva,50410,465106297.0,ES
2a07374b-7465-4ec5-a8ec-85c29af5758f,chauvin arnoux chauvin arnoux chauvin arnoux,190 rue championnet,paris,75876,,FR
b435d8ae-b98d-4fc8-9074-5abdb68ff652,exova toulouse ant centech,22 chemin de garrabot,colomiers,31770,38111871.0,FR
39714189-5ebe-4a8e-aacf-7a9b06c5bc78,vater it energy gmbh,48 barkauer str,bergisch gladbach,51429,312689762.0,DE
abf34c9c-dbba-4437-bb45-43666248f5a1,ades organisation,44 rue des vignerons,vincennes,94300,26176564.0,FR
e0857916-6264-4ba0-9a5b-acfd4d88938a,tesa germany,32 netzestr,ludwigsburg,71638,,DE
f6efced2-b287-4781-89d2-5c9ec13804c7,bvs industrie elektronik gmbh bvs industrie elektronik gmbh bvs industrie elektronik gmbh,6 rodenbacher chaussee,hanau,63457,,DE
04e67939-69f7-410f-b470-bd163e8b572c,aeroflex ltd,six hills way,walkern,sg2,216834002.0,GB
4fb31406-ce24-4286-9dd3-09df6918c3db,prechterrenner gmbh,2 siemensstrae,wimsheim,71299,318241445.0,DE
c42ce268-8bdb-4049-9e42-d432e3bcd247,selex es ltd,first avenue,southampton,so15 0lg,215587921.0,GB
e2962566-b8c6-4a72-99e3-13cd43b1efd4,ella lenbachhaus museum,33 luisenstr,munich,80000,,DE
9068c6f6-7cba-4298-b77b-0171027542c9,sds systems developmentsupport srl,via,moricone,00010,,IT
792aae3e-61b2-482f-9c81-46d93b7d9f38,mahr gmbh,braunweg 38,gottingen,37073,312926918.0,DE
580ca91d-9d7b-4f76-beff-cc30c3b894a5,andreas winkel ek,heinrichstr,haren,49733,506832968.0,DE
4aede3ff-754f-4af4-bece-71b83cf915fe,loeschmann gmbh,11 1 ufhofer str,balingen,72336,342513546.0,DE
1190ed03-2d45-439a-b7cb-9ea5bc9cc3fb,khn beratung,56 59 schillerstr,berlin,10627,,DE
c0f0bdab-0d1a-4dc8-b596-ca90bd559638,seton gmbh,5 7 otto hahn str,langen,49838,322762329.0,DE
ba852050-7b90-43c0-96f8-c1cf743a23e3,ge aviation ge aviation ge aviation,cheltenham,cheltenham,gl52 8sf,,GB
fea373c8-3a86-4e30-b7ac-9c226554cc45,infomap3 sl,117 calle de castello,madrid,28006,,ES
58da522b-992d-4bf1-92e6-24ba2c9049fa,aeroflex international ltd,school close,eastleigh,so53 4ra,,GB
f925cc7a-d9d6-4b41-9ad4-aa93166dde54,r g gmbh r g gmbh faserverbundwerkstoffe r g gmbh,7 im meiel,waldenbuch,71111,,DE
52b5a1a0-efc2-4dda-9831-fffc93d6a88d,timetech gmbh,nobelstr,stuttgart,70569,389564782.0,DE
1b72f3cb-f4d6-4c04-857d-af07a35e993a,gl is,8 rue,meudon,92190,390997752.0,FR
f0fe950a-2ec6-4f14-8546-744799ee0ca4,laser technology sl,calle b,cabrils,08348,,ES
c4f7450c-1589-41b4-9770-d46517adf68e,hoerschelmann,10 lauterbachstr,geretsried,82538,329251284.0,DE
6261d3fa-25c8-47a5-83de-1b4ddf8a35b3,mawy gmbh,bahnhofstr,ungerhausen,87781,344047675.0,DE
625107f1-f016-4ea6-a88b-5658a4394b8c,oracle deutschland bv co kg,riesstraaye 25,munich,80992,,DE
653240ad-ac42-4afc-8045-ed44a7206414,fleurop interflora espaa sa,29 calle de julin camarillo,madrid,28037,463317009.0,ES
40f4125d-8c22-48ad-9db5-b92c6f687acb,vickers electronics holdings,alliance house,manchester,m17 1qs,458901741.0,GB
