ix_left,ix_right,name_left,name_right,street_left,street_right,city_left,city_right,postalcode_left,postalcode_right,duns_left,duns_right,countrycode_left,countrycode_right,y_true
d1940797-61cd-40ad-8559-fbaa74fab29e,8de0b63f-f94c-443f-8ad5-8f16bdf761ed,bueromarkt boettcher ag,bueromarkt boettcher ag,3 brsseler str,3 brusseler str,jena,jena,07745,07745,344634485,,DE,DE,1
6e2df51b-e161-4f57-a473-8c7ee57b81fa,6d738788-aefc-4ddb-8622-99d2bbc44c0c,cci dialog gmbh,bedifol gmbh,3 borsigstr,august borsig str,karlsruhe,konstanz,76185,78467,316307305,312606563,DE,DE,0
e86bc269-b648-4d44-8899-f13cce1cf5d7,02fd0b2e-42fd-4dfc-a713-65331e9e0c8d,pulch lorenz gmbh,pulch lorenz gmbh,am untergra3n,23 am untergrn,march,march,79232,79232,,320166879,DE,DE,1
3fa1da32-310a-4930-b6cd-8f558772212e,e84d5b6f-b544-473a-859f-4028535e0e57,siga electronics limited,misco computer supplies,darlington close,close,sandy,wellingborough,sg19,nn866h,217244185,,GB,GB,0
0483c61c-a3bc-4d7e-890b-270569f56823,d1c3da90-f849-4038-b077-afe3ebaa98b8,bruggemann gmbh co kg,om klebetechnik gmbh,2 am kalkheck,am,herdecke,plauen,58313,08527,,323924696,DE,DE,0
8e647a80-473c-488e-862b-1ce8748f0ef3,a8e7cf6d-2827-4608-b8bd-0310b266938a,general dynamics uk ltd,general dynamics uk,bryn briithdir,road,blackwood,stleonards,np12,tn38 0hw,295449961,,GB,GB,0
7deb146f-57f9-4a7b-b05f-1784c677bdf1,f2560945-8a2b-4f98-84b1-9982c428718e,smiths aerospace electronic systems,ultra electronics precision air,cheltenham,cheltenham road east,cheltenham,cheltenham,gl528sf,gl29qn,,211217826,GB,GB,0
e464e7da-9975-4467-b3af-a5819ff7f8e5,7a23377f-caa9-4567-9e2e-c8020648d939,paul spencer signs ltd,associated compressor enginrs,sheffield street,sheffield street,stockport,stockport,sk4 1ru,sk4 1ru,,,GB,GB,0
d974d9fa-8085-4c4d-9598-f9b518fc9673,4d64368a-6dfb-49ad-8afb-8e89ea9f6bf1,la flora,la flora,10 kapellengasse,10 kapellengasse,ulm,ulm,89077,89077,,,DE,DE,1
c8012c1b-b420-4c39-bba4-9a70e5963eb4,4a5b1db8-472d-4b05-8117-89bc52f5bd85,mel aviation ltd,2 excel aviation limited,60 woolmer way,the tiger house,bordon,northhamptonshire,gu35,,,,GB,GB,0
054aa318-2eaa-44a0-8d6f-168ec9c5d3f8,babdfc02-ec65-45a4-ab4f-3bd94d3f1a3b,lloyds bank commercial finance sky,sporting wales ltd,po box 10484,po box 10484,harlow,harlow,cm17,cm17,215591977,220862945,GB,GB,0
25bd969a-6495-4d09-b990-480c4c0c7ebd,3e729e5e-b65a-42ea-aff2-3177a240f746,micro optic nosch ohg,nord micro ag co ohg,2 berthold str,20 victor slotosch str,freiburg,frankfurt,79098,60388,333121221,342797273,DE,DE,0
2f5cd78f-0f7f-41f2-904e-4d9dea045287,fd046c80-eaf7-4d37-9384-9f1e5d9aa5c2,lambrecht meteo gmbh,wilh lambrecht gmbh,65 67 friedlander weg,friedlnnder weg 65 67,gottingen,gottingen,37085,37085,,315859603,DE,DE,1
f6ea706c-b4e4-4a67-9023-e84e0abc6756,09401a53-0e2c-49a3-b9e3-846df9a9870a,dga techniques aeronautique,ministere de la defense,47 rue saint jean,47 rue saint jean,balma,balma,31130,31130,,579005083,FR,FR,0
4fe4ecd1-1cab-4e44-95e3-7121402a2f1b,1244efc0-c35e-4c32-a0ed-ad80e0356feb,le manoir de gressy,le manoir de gressy,chemin des carrosses,chemin des carrosses,gressy,gressy,77410,77410,,383204575,FR,FR,1
f9e55289-0086-47a0-a9f2-9f4c6ef87422,eb80d6f3-862e-42e8-9f79-9aca6637da7b,umt,borsig compressor parts gmbh,15 lise meitner str,10 lise meitner str,ulm,flensburg,89081,24941,333374796,342756402,DE,DE,0
f7c598aa-abc8-4e48-84c1-023517fbf3a2,ec683ef3-5b46-4c52-90eb-dba194fd1246,ao technologies,euralog sas,avenue du chateau,avenue du chateau,l etang la ville,verneuil sur seine,78160,78480,,,FR,FR,0
0129a092-bc4a-4960-b50f-5589d5d5bb8a,4f85dec8-fa1b-431f-9f26-f2d451b1ca4b,kroschke,moravia gesellschaft fuer,kroschkestr,10 rostocker str,brunswick,wiesbaden,38112,65191,,,DE,DE,0
002c559b-f2ec-49ac-8c89-d4559598cfd6,2a6a15cd-e470-48e4-b1be-63acd75e616b,weinmann,weinmann emt gmbh co kg,40 kronsaalsweg,12 frohb se str,hamburg,hamburg,22525,22525,317198315,342832477,DE,DE,0
4871bf92-52c4-44d6-9284-4388769e28df,0d86b1d9-8d51-4d96-a08f-3f8304ff90ed,eriks gmbh,peres gmbh,brnninghauser str,kahlstr 14,bielefeld,cologne,33729,50827,031257136,031799986,DE,DE,0
43e03f0e-ae8d-4c36-b200-485eb7b7133d,f123667d-38c5-453e-a1bd-5cfdbc2651ba,thales communications thales communications thales communications,thales services,83 85 rue emile brault,66 68 avenue pierre brossolette,laval,malakoff,53000,92240,,277751868,FR,FR,0
2c85458b-fd12-4fad-83dc-ef3975456e30,fabfb7ce-08e7-4335-99f3-ddb95fcc3643,dr mach gmbh co kg,hach kg,28 flomannstr,4 6 gutenbergstr,ebersberg,pfungstadt,85560,64319,031557138,,DE,DE,0
d974d9fa-8085-4c4d-9598-f9b518fc9673,c91a397c-78dc-4e66-8130-988966993ae0,la flora,gloria gmbh,10 kapellengasse,diestedder str,ulm,wadersloh,89077,59329,,333224728,DE,DE,0
98373637-5a2d-44ef-acec-28874868d1d7,73b60553-0e99-4520-b86d-376ce9d7d077,insa sa,nh hotel nacional,34 paseo del pintor rosales,paseo del prado,madrid,madrid,28008,28014,478818925,,ES,ES,0
6067485f-d1c5-4174-aff8-0687983ae941,8f4c63fe-142b-4df6-945d-4d30a7f46ba9,gesellschaft fr fertigungstechnik,katja eigendorf,28 rosenbergstr,8 2 rosenweg,stuttgart,hagnau am bodensee,70174,88709,031829101,,DE,DE,0
c7f39e26-adac-4fc5-b798-f59120c38b1f,9f6a5e14-92e4-4f7f-ad17-a997e43f1e90,gottschalk michaelis gmbh,joh gottschalk gmbh,11 23 lahnstr,senator bamers str,berlin,bremen,12055,28197,,,DE,DE,0
5636a032-5e37-4465-b911-b907663057f0,474a082d-a88e-452b-ac99-6e0a07813731,tts tooltechnic systems deutschland,tts gmbh,20 wertstr,schneidmhl strae,wendlingen,heidelberg,73240,69155,344102058,,DE,DE,0
49dff353-3d85-4a2f-9a27-98d32dfc32ec,141d83c1-415b-4962-8293-8c2ee55d2ee3,martin wei,albert berner gmbh,4 birkenweg,4 bernerstr,ilmmunster,kunzelsau,85304,74653,312828019,,DE,DE,0
8232ccbe-5221-433d-984f-d24b0a555f09,e1cc6393-db91-4cd1-8f5b-1a8b347e5f75,eidex gmbh,eidex gmbh,1a schorner str,schorner str,baierbrunn,baierbrunn,82065,82065,033093506,313153509,DE,DE,1
035d337d-a921-4998-b8fd-5d5e7bce99cf,378f4784-f0d7-4fe6-a7ff-67d39d61b980,verbindungs techniken rther vtr,vtr verbindungs techniken,43 steinheide,43 steinheide,tonisvorst,tonisvorst,47918,47918,342438298,,DE,DE,1
fca6d368-a3ac-4b24-a0ec-9e34b0080cef,28fb12ac-5e14-4d12-a397-fc6d045decae,reinartz kleinteileversand gmbh c,reinartz kleinteileversand gmbh c,15 sachsstr,15 sachsstr,pulheim,pulheim,50259,50259,,,DE,DE,1
77c66fd9-8215-4702-945b-92fd6958b535,c52d24d2-1bf2-4073-bdd7-66b3c23e5226,rg gmbh,r g faserverbundwerkstoffe gmbh,7 im meiel,13 im meiel,waldenbuch,waldenbuch,71111,71111,319932075,,DE,DE,1
e52f0da8-0e92-4ab8-b5ac-6a1a58c245cc,59012354-61c8-4dcb-bfeb-c542d49676d0,dirak,dierck,1 knigsfelder str,preetzer chaus see,ennepetal,schwentinental,58256,24147,312547397,,DE,DE,0
00076444-d084-4ae7-9ce0-021305e976d8,9e1ddad0-e1d7-4120-98c3-81036a4dcab5,pri european office,phoenix software limited,york street,york road,london,york,wiu6pa,yo42 1ns,211485159,763488178,GB,GB,0
c55aca6c-d3d1-4f04-81a9-8d31a6fa6a7c,3b916477-9e59-43ab-901b-2e82709cf7a6,viking direct,hgv direct group,lancer house,the elms moorfarm road east airfi,leicester,ashbourne,le31ub,de6,505049999,,GB,GB,0
b92be33e-2d1b-4c44-84eb-bf57da5f4eac,7b09b4be-fe36-4c38-a39e-bf8a4ab47492,gaudin gerard,gcs,43 rue victor hugo,92 98 boulevard victor hugo,puteaux,clichy,92800,92110,279719202,,FR,FR,0
3b79b4b8-04f1-4198-8dab-9abd5c3b1e2b,072b8ea9-3927-46fa-a3e2-5b9a6cea6711,performance review institute,nla media access limited,28 32 wellington road,wellington gate,london,royal tunbridge wells,nw8 9sp,tn11nl,216704465,776137788,GB,GB,0
298e91d9-bef0-4654-b570-fcd60c0eded3,fc9f43f7-b86a-40da-a825-d750f7329104,selex es ltd,avanguardia ltd,2 crewe road north,16 north road,edinburgh,cardiff,eh5 2xs,cf10 3dy,,,GB,GB,0
eb81bc94-4fdc-44e3-a0e9-2147c762c6b2,1c44fe0f-3b66-4324-8340-1e8410ebb3ca,evosource ag,tourismusamt,80 berliner str,1 sendlinger str,potsdam,munich,14467,80000,,,DE,DE,0
3115d8aa-8b34-4597-990f-a6d7a574b1db,b79a078a-156f-421b-934f-25da716214cc,cablematic dos mil s l,sofitec,85 carrer de santander,de,barcelona,carmona,8020,41410,,,ES,ES,0
806737b8-61da-42c6-9867-282de5957386,456ab9b4-a2e4-41d1-987a-093c842c112b,mediq france,nm medical,200 avenue des gresillons,rue du chemin vert,asnieres sur seine,ronchin,92600,59810,278082214,278082214,FR,FR,0
2d652dca-2fb8-467c-8382-a4842707c9b9,4bfd2c94-b829-41a5-922a-67ba0f71e8ee,natixis factor hi techmetal,rbs factor sa,avenue winston churchill,26 rue laffitte,charenton le pont,paris,94220,75009,281985668,,FR,FR,0
76e834db-6e0c-400a-8f51-98b2652fd479,8cd4f4b0-cde5-4ccd-b648-1087bf6f0c05,datalis,societe de l imprimerie artistique societe de l imprimerie artistique art et caractere societe de l imprimerie artistique,8 avenue gutenberg,87 rue gutenberg,portet sur garonne,lavaur,31125,81500,260332779,,FR,FR,0
6ffbeae6-bb63-4743-9815-b4261254f1db,f1e12a84-087e-4e6b-b266-284beede8ac8,schraubenbudede,schraubenbudede,beesenlaublingen,beesenlaublingen,konnern,konnern,6420,6420,,,DE,DE,1
080e9920-5acc-4fb5-95d0-8ec629ccfe5d,1909bd77-04fe-4839-820b-d941e71b89bd,field fisher waterhouse,laux,gmunder str,35 gmunder str,munich,munich,81379,81379,342645537,551107969,DE,DE,0
9ac3c6f9-b426-4d00-a3f9-4fb95fdf02ff,4fc025f1-c138-4c38-a9b8-5b3f93f099d4,druck limited,druck ltd,fir tree lane,2 fir tree lane,groby,leicester,le6ofh,le6 0fh,,226525053,GB,GB,1
c42d1668-f891-462c-83b9-bef6a7e5943c,bc958624-d6e5-4c57-ab55-6483076298a9,selex es spa,selex es spa,piazza monte grappa,60 close via piemonte,rome,rome,195,187,,434003576,IT,IT,1
d53672e4-dd61-4511-90ed-ed18e1da3103,f1a33bdb-4b90-49ab-ac95-5833cfabeb85,gema gesellschaft fuer musi,moravia gesellschaft fuer,schierenberg,10 rostocker str,hamburg,wiesbaden,22145,65191,498648021,,DE,DE,0
6537b899-866f-4456-a542-0c0eb4718a57,83cf0af7-e46f-4608-b30c-2b47eb10ec1d,utc aerospace systems,teac aerospace technologies inca utc aerospace systems company,250 knotter dr,cl2727 imperial hwy,kansas city,brea,64101,92821,041668195,014452189,US,US,0
bd33ae4f-a7ca-42ff-8fb7-41cbc5520a9c,15d122b3-49f0-4cbd-ada7-2abb05f79b05,d labs gmbh,rosenbauer deutschland gmbh,185 189 rudolf breitscheid str,79 rudolf breitscheid str,potsdam,luckenwalde,14482,14943,,,DE,DE,0
ec2fc6a1-752e-40ce-9f56-9506c542ada3,67556824-f4d9-422d-ad67-052bf578302d,febrotec gmbh,international rectifier gmbh,76 frankfurter str,frankfurter str,halver,neu isenburg,58553,63263,,317777985,DE,DE,0
d0fec07a-5b5e-4a87-96b8-0ba95b6281b3,9d6bc785-437e-4464-9d94-0483d691825a,honeywell international sarl,honeywell consumables solutions sas,4 avenue saint granier,30 rue raymond grimaud,toulouse,blagnac,31024,31700,,380951202,FR,FR,0
430107b3-24c5-464e-937b-6605b684ef65,b8a69dcc-ba57-4803-800a-004a76c44152,mewa textil mietservice,mewa textil mietservice ag co,4 tiergartenstr,1 hermann gebauer platz,meisenheim,manching,77974,85077,,,DE,DE,0
8440876d-8b82-4649-8399-d77d045ede60,9899ac4c-a561-4e2a-a055-95873b68e1e4,landratsamt bodenseekreis,landratsamt bodenseekreis,1 3 glarnisch str,1 3 glrnischstr,friedrichshafen,friedrichshafen,88045,88045,330386074,330386074,DE,DE,1
6b1b704a-154c-4d01-aef4-e36eb3871112,44e6edfb-d249-43c7-b127-69707b6a940c,copelbe,thales engineering and consulting sa,16 rue grange dame rose,20 22 rue grange dame rose,velizy villacoublay,velizy villacoublay,78140,78140,263896649,492373154,FR,FR,0
86a52f85-4430-4eb3-a0a3-5b7d33d0801e,3a841674-ee0a-4caa-925d-7596b3928922,snap on industrial germany,snap on industrial germany,10 willettstr,10 willettstr,mettmann,mettmann,40822,40822,344805481,,DE,DE,1
93fc7732-8d11-40df-b0c5-e014b0ca4864,3262bf7b-6a8e-4691-8b5b-960218cb869f,akka aeroconsiel ltd,tata technologies europe limited tata technologies europe limited tata technologies europe limited,bristol,510 bristol business park,bristol,bristol,bs347pz,bs16 1ej,,,GB,GB,0
ba79bdef-c184-4c9b-bd8e-6dad4340b35f,b6a62cce-3c7a-4454-a2f1-4eea3c9f7cdb,kerb konus vertriebs gmbh,zemo vertriebs gmbh,7 wernher von braun str,47 peutestr,amberg,hamburg,92224,20539,,,DE,DE,0
6880aa5d-69dd-476f-8883-26d92867022d,d1d8f03c-cd41-40f8-a39e-c384c6922744,ge aviation systems ltd,ge aviation,arle court,hatherley lane,cheltenham,cheltenham,gl51 0,gl51 0tp,,211207784,GB,GB,0
277ab6c9-f526-4f49-bff2-b6731b0c181e,e0857916-6264-4ba0-9a5b-acfd4d88938a,nederman gmbh,tesa germany,nurtinger str 50,32 netzestr,munich,ludwigsburg,81547,71638,551142649,,DE,DE,0
30e90e70-6f80-4a70-ba69-ff2c6a1d61d9,e685e1ec-56f7-4b99-9bb1-ae09bbbc1bdd,ametek mro florida inc,ametek aerospace,5900 nw 97th ave,1644 whittier ave,doral,costa mesa,33178-1642,92627-4415,,,US,US,0
f02cb731-ebe7-4505-af04-61df8df093a5,c9efa3f0-d47b-4541-b2a7-f94bb468bbeb,selex sensos and airborne systems,universidad complutense,lg,lg,edinburgh,madrid,28000,28040,023226769,479368599,ES,ES,0
9b5a40f0-a99f-4719-85ac-95d72b29ac18,1d09fb92-dde3-4681-a4d0-64515ceba76c,miller company pc,foster miller inc dba,4929 main st,350 2nd ave,kansas city,waltham,64112-2631,24511,021212477,829007504,US,US,0
13e982e5-26a3-45b1-bca2-02ef23caaf90,1fc8a2d3-d061-4784-84ce-79f6030ac930,landeshauptstadt mnchen referat f,sueddeutsche zeitung,sendlinger strae,8 sendlinger str,munich,munich,80331,80000,,,DE,DE,0
e8748ac9-6f13-4128-aaf8-7056edfd874f,3ac3d036-2425-4ecc-b253-dbcd7da09b87,sogeti high tech sogeti high tech sogeti high tech,nmb minebea sarl,3 chemin de laporte,20 chemin de laporte,toulouse,toulouse,31300,31300,,264004254,FR,FR,0
2ac809be-fe24-4e3b-8954-c8137e04f583,a0a1b780-952c-4c09-978e-a34f8cc56eae,sommer automatik gmbh,pts automation gmbh,32 36 humboldtstr,166 donatusstr,straubenhardt,pulheim,75334,50259,314273603,332540769,DE,DE,0
0472d735-b408-4d20-9209-858c5ac35232,65490a1f-c4b6-4f95-bf91-b0cd8c92d616,mayre sc,cauchos pedro romero sl,5 b calle lpez de legazpi,calle b,seville,seville,41008,41008,474119414,466835659,ES,ES,0
5636a032-5e37-4465-b911-b907663057f0,9d4a66b7-dc00-4d72-bf51-4ca30e5b22c5,tts tooltechnic systems deutschland,tts gmbh,20 wertstr,schneidmhl strae,wendlingen,heidelberg,73240,69115,344102058,342648825,DE,DE,0
035d337d-a921-4998-b8fd-5d5e7bce99cf,c95e6c63-b107-4ceb-a74f-34a20f035d8b,verbindungs techniken rther vtr,terex mhps gmbh,43 steinheide,13 steinheilstr,tonisvorst,ingolstadt,47918,85053,342438298,,DE,DE,0
cb10efc3-eccb-4c13-9c7c-f4df505dc173,d1f48c5c-5634-44b7-80f4-63075fdaa2bd,der neue eisenhenkel,tonnenhaus,59 hamburger chaussee,7 hamburger chaussee,bergisch gladbach,molfsee,51429,24113,340614168,,DE,DE,0
29d1f197-c4c1-40cb-903b-94b35751b845,29ec7f23-c625-4e02-a335-46c000fda0bc,ui lapp gmbh,karl heinz geiger gmbh co,25 schulze delitzsch str,7 schulze delitzsch str,stuttgart,aalen,70565,73434,,315035634,DE,DE,0
290f2993-e2f5-4da0-b5ba-9ed464b7603d,a28a52a4-fd68-421e-901c-fc3bbde8c667,elettronica gmbh,es electronic service gmbh,10 am hambuch,3 hohe str,meckenheim,bad nauheim,53340,61231,315996603,,DE,DE,0
2c65057e-12be-4413-8e16-fad0a76b6e33,dd4ccf8c-f3dd-4196-83dc-823c88ae3c85,sauter gmbh und co kg,sauter gmbh und co kg,30 sonnenstr,30 sonnenstr,munich,munich,80000,80000,,,DE,DE,1
642fe3e6-ece2-4a09-aba2-4f45cd06acb9,5b7d08f9-5bfc-4e33-aa9e-ff0e995d3ec1,pressup gmbh,pressup gmbh,wandsbeker allee,postfach 70 13 11,hamburg,hamburg,22041,22013,313340213,313340213,DE,DE,0
a240b509-a6c8-433e-9712-4f802e7163bc,f6c4cea8-4c43-448a-ad6b-50412968e16f,selex es spa,selex es spa,piazza monte grappa nr 4,via laurentina 760,rome,rome,195,143,339051809,339927556,IT,IT,1
76e834db-6e0c-400a-8f51-98b2652fd479,817d6585-03eb-4d9f-a167-206e12581967,datalis,projeca projeca projeca,8 avenue gutenberg,1 rue gutenberg,portet sur garonne,vieillevigne,31125,31290,260332779,,FR,FR,0
031704b5-f9a6-4048-9078-4092a13f6956,5d48101a-c2d4-4699-8519-588c622d9407,licatec gmbh,likratec gmbh co kg,7 erzstr,2a heisenbergstr,brand erbisdorf,dachau,9618,85221,,,DE,DE,0
39c6607f-e357-4d3f-82af-268b59a2b55e,e3b1daa6-c89b-46c2-9f6f-971848fe448d,hoefer gmbh,kasper richter gmbh co kg,14a keferloher str,14 erlanger str,haar,uttenreuth,85540,91080,,321274367,DE,DE,0
9763015e-fb63-43ca-a878-07065c356d00,536899d7-c58c-451e-9f95-e991bbfc9cdc,rochester electronics,rochester electronics ltd,fenice court,phoenix park,saint neots,saint neots,pe19,pe19,,,GB,GB,1
d926869c-3a67-4314-8c8f-58a2ab0858d9,fccdf894-7555-4c7f-997e-17c8c53d794b,technikexpert,udo br gmbh cokg,1 3 werdauer str,1 3 obermauerstrae,dresden,duisburg,1069,47051,,340436674,DE,DE,0
38012b2d-c47a-4d33-bd68-ffff9d14d48b,e1ee79ad-0a92-4a41-a96e-05a293537256,westland helicopters ltd,augusta westland ltd,lysander road,lysanda road,yeovil,yeovilsomerset,ba20 2yb,ba22,217538273,288303688,GB,GB,0
8af3a891-684c-46c9-9efc-77a0f3473f11,b7535a84-12f0-4c0d-926c-0cf8c073d676,lapp systems gmbh,deutsche mtm gesellschaft,5 oskar lapp strae,18 oskarstr,stuttgart,dresden,70565,1219,031792249,312678368,DE,DE,0
4b5d7308-58b5-4e26-a8be-939c429ec0d7,d4f89691-b6fc-4937-864a-eb56b5923178,clem sau,clem sau,8 avenida fuente nueva,8 avenida fuente nueva,san sebastian de los reyes,san sebastian de los reyes,28703,28703,,,ES,ES,1
546fb9c6-f9d6-4817-b96b-8b1fe2d77fd2,f896a565-31d8-486d-8b49-cadb6118cbc0,hohmann elektronik,hopf elektronik gmbh,36 eisenbahnstr,nottebohmstr,germering,ludenscheid,82110,58511,314628199,,DE,DE,0
cce26ebb-988f-4b00-9ef5-c3dc46eb34de,eabdefc6-d052-4408-b2a3-ebc7201b768b,ge aviation,ge aviation,evesham road,cheltenham,cheltenham,cheltenham,gl52 8sf,gl52 8sf,288525181,,GB,GB,1
0167f9b6-b5bf-4858-8341-0e3b009f3cb8,3d49fbeb-5e7c-4a36-b045-57fc4a8cccdc,cz handels gmbhcomputer zubehoer,a steppuhn gmbh,7 klaus groth weg,klaus groth str,delmenhorst,bad oldesloe,27753,23843,326449048,318119823,DE,DE,0
fe71135d-42ce-4c95-a440-5f179fb39ba1,09a99d3d-a00b-4252-8138-236d6fbb60e9,viking direkt gmbh,prosol lacke farben gmbh,50 babenhauser str,533 dachauer str,grossostheim,munich,63762,80993,,318314721,DE,DE,0
4ca998f2-dfbe-42f6-8177-5ab0dcd3893d,79a01cd7-54d0-4e50-879e-d8054dbfc871,weinmann geraete fuer medizin,weinmann emt gmbh co kg,40 kronsaalsweg,12 frohbase str,hamburg,hamburg,22525,22525,317198315,,DE,DE,0
e99ed83c-d091-4494-a2be-02f79a580df8,d7d17847-d819-47d9-81b2-cebc37ff22ff,gl events exhibitions,iah events,38 40 avenue de new york,52 rue saint louis en l ile,paris,paris,75116,75004,262174638,,FR,FR,0
0d5ea3e3-d92a-4eec-b2b1-b6215cd77d8f,9aebb3de-3a3a-486e-bdd2-91c74a58ad9a,bilz,bilz,25 bblinger str,25 bblinger str,leonberg,leonberg,71229,71229,322944653,319009478,DE,DE,1
9675372e-0100-4470-842a-4fe8552ce03d,fa4ddffd-b3bc-40f6-b126-26f71c668166,sunaero,equert,70 rue ampere,rue ampere,genay,labege,69730,31670,,264412698,FR,FR,0
38816555-65e2-49eb-9cbb-30fe691a16d0,f017c5f2-fcb2-4576-bbbf-02f5c970eed2,wirtshaus in der au,dannecker fine tec gmbh,lilienstrae 51,5 lilienthalstr,munich,gilching,81669,82205,342593012,031503483,DE,DE,0
1ea968b3-3de2-4980-ae7d-d0b3541fd4ae,2c5262d5-3a57-49f0-8943-08abc1cd7b91,dga techniques aeronautiques,elior entreprises,47 rue saint jean,78 rue saint jean,balma,balma,31130,31130,263974591,285170374,FR,FR,0
036c39fe-c1d8-43fc-80a4-59f5b3538ef9,62da40fe-c74c-439a-afc1-1585b7930160,fako,universal transport nord gmbh,15 peutestr,50 52 peutestrae,hamburg,hamburg,20539,20539,,033032167,DE,DE,0
8ec882ce-0b9f-4f18-870d-014c8d635c7a,ccd10fb1-62da-4545-9916-08988cfed662,bindesysteme,bindesysteme schoenherr gmbh,17 rbenkamp,17 rben kamp,seevetal,seevetal,21220,21220,323054676,323054676,DE,DE,1
d0a1e2fb-3a00-44a9-9344-a6a436b73b43,1cb784b9-18cd-4b34-b99c-5c1c93bbba23,binz ambulance und,binz ambulance und,21 am vogelherd,21 am vogelherd,ilmenau,ilmenau,98693,98693,,330862327,DE,DE,1
c339bc9b-156b-4f4d-9616-d205cc554b97,1b9ea2c5-06db-426b-ba91-8b5b718f3308,flm gmbh,riegler und co kg,18 schtzen strae,27 schtzenstr,emmendingen,bad urach,79312,72574,,318211901,DE,DE,0
2362762d-757b-4641-8705-76e70fc7b9f0,c824ac69-8893-4233-90e9-2040966174ba,metrax gmbh,ruhstrat gmbh,22 rheinwaldstr,12 heinestr,rottweil,bovenden,78628,37120,,316892405,DE,DE,0
73616d1e-6be2-45c3-a725-9792769e84ad,3afab667-6cf3-4586-a2d8-542fce3eb8fa,honeywell,honeywell international inc,4150 lind ave sw,19019 n 59th ave,renton,glendale,98057-4973,91204,,148371875,US,US,0
68923734-42eb-4c7a-8933-599b0dbd6fd6,b2940ab5-5c44-471d-bc0e-a142524b4a58,modellbau deutsch,stumpf,33 hindenburgstr,37b marienburger str,donauworth,landshut,86609,84028,,,DE,DE,0
819eebf4-8b00-4d79-b6c0-0ff93fdd1bde,8f6afb16-88e5-4422-a86d-90cff6d45c77,sogeti high tech,sogeti france sogeti france sogeti france,13 rue andre villet,boulevard henri ziegler,toulouse,blagnac,31030,31700,260806277,,FR,FR,0
ad6aa35d-b6ee-41b5-992e-cb6347071891,30af4e38-f38a-4088-8762-8cb259a980e3,yoshida deutschland gmbh ykk,promotor verlag,33 ostring,3 borsigstr,mainhausen,karlsruhe,63533,76185,,316307305,DE,DE,0
af561fb1-8784-422a-8d18-9225b0faab14,1267bfd5-142a-448f-91fe-1cb20f526139,hc pacific,hc pacific,19844 quiroz ct,19844 quiroz ct,walnut,walnut,51577,51577,057356776,,US,US,1
a7a163a4-eb5e-45a2-acde-597d99227959,cce26ebb-988f-4b00-9ef5-c3dc46eb34de,ge aviation systems ltd,ge aviation,evesham road,evesham road,cheltenham,cheltenham,gl528sf,gl52 8sf,,288525181,GB,GB,1
f9a47b93-7a97-450d-af16-254bc462490a,e5cfe1a5-48c7-44af-b538-1ec4e19f2da8,hahnkolb werkzeuge gmbh,hahn kolb werkzeuge gmbh,postfach 06 60,40 schlieffenstr,ludwigsburg,ludwigsburg,71606,71636,,,DE,DE,0
3a841674-ee0a-4caa-925d-7596b3928922,6bb99b89-4515-41d9-8def-30f4fa893fd7,snap on industrial germany,snap on industrial germany,10 willettstr,10 willettstr,mettmann,mettmann,40822,40822,,332477905,DE,DE,1
0472d735-b408-4d20-9209-858c5ac35232,c23d13e2-62dd-4d8c-93e3-24859a243258,mayre sc,cauchos pedro romero sl,5 b calle lpez de legazpi,calle b,seville,seville,41008,41008,474119414,,ES,ES,0
27ac189d-a6ea-41a7-893c-284428421188,2f4eaa5d-67d3-4c88-9a9c-657ab46eb8fa,vega grieshaber gmbh und co,stahlgruber otto gruber gmbh,113 am hohenstein,130 einsteinstr,schiltach,munich,77761,80000,,,DE,DE,0
002c559b-f2ec-49ac-8c89-d4559598cfd6,79a01cd7-54d0-4e50-879e-d8054dbfc871,weinmann,weinmann emt gmbh co kg,40 kronsaalsweg,12 frohbase str,hamburg,hamburg,22525,22525,317198315,,DE,DE,0
76e834db-6e0c-400a-8f51-98b2652fd479,1dd16da6-0364-48a9-ba67-08cbb05faf4e,datalis,projeca,8 avenue gutenberg,rue gutenberg,portet sur garonne,vieillevigne,31125,31290,260332779,263024438,FR,FR,0
accfff68-d516-438a-ac8b-6a625e3ac191,8613a6c7-e52c-4f04-86b7-ca688bccec6d,grupo proyemer sca,tach sa,s n carretera a lagos del serrano,calle a,el ronquillo,seville,41880,41016,,,ES,ES,0
505938ae-8bfc-4cfa-a793-89ecb375dfae,b6b4f257-e621-4460-811f-ae7086272acc,hanhart gmbh co kg i i,pericom ag,33 hauptstr,hauptstr,gutenbach,gailingen,78148,78262,,332818384,DE,DE,0
3e254c40-3b26-4633-8cb2-da0877d48c98,59424a4b-4f06-42dc-8ea1-c967bddaf0f9,hahnkolb werkzeuge gmbh,hahn kolb werkzeuge gmbh,schlieffenstr,50 borsigstr,ludwigsburg,stuttgart,71636,70469,,342536278,DE,DE,0
4ce5b1e1-5ef2-4506-ab31-9e2c7bf534db,101f9173-9537-44f6-8924-02406fb796be,wirtshaus in der au gmbh,lehmanns media gmbh,pettenkoferstr,18 pettenkoferstr,munich,munich,80000,80000,,,DE,DE,0
bfe44ff1-eba1-4204-9e86-7a24b38bc5ff,13174b1f-7193-46e3-80dd-2f567ed47573,honeywell aerospace,honeywell international services f,23500 w 105th st,s0188 28000 fash shop services,olathe,,66061-8425,,,828450762,US,US,0
